<al, 1>
<shook, 1>
<his, 1>
<head, 1>
<and, 1>
<said, 1>
<in, 1>
<his, 1>
<unworldly, 1>
<way, 1>
<You, 1>
<can, 1>
<do, 1>
<better, 1>
<than, 1>
<this, 1>
<Jo, 1>
<Aim, 1>
<at, 1>
<the, 1>
<highest, 1>
<and, 1>
<never, 1>
<mind, 1>
<the, 1>
<money, 1>
<I, 1>
<think, 1>
<the, 1>
<money, 1>
<is, 1>
<the, 1>
<best, 1>
<part, 1>
<of, 1>
<it, 1>
<What, 1>
<will, 1>
<you, 1>
<do, 1>
<with, 1>
<such, 1>
<a, 1>
<fortune, 1>
<asked, 1>
<Amy, 1>
<regarding, 1>
<the, 1>
<magic, 1>
<slip, 1>
<of, 1>
<paper, 1>
<with, 1>
<a, 1>
<reverential, 1>
<eye, 1>
<Send, 1>
<Beth, 1>
<and, 1>
<Mother, 1>
<to, 1>
<the, 1>
<seaside, 1>
<for, 1>
<a, 1>
<month, 1>
<or, 1>
<two, 1>
<answered, 1>
<Jo, 1>
<promptly, 1>
<To, 1>
<the, 1>
<seaside, 1>
<they, 1>
<went, 1>
<after, 1>
<much, 1>
<discussion, 1>
<and, 1>
<though, 1>
<Beth, 1>
<didn, 1>
<t, 1>
<come, 1>
<home, 1>
<as, 1>
<plump, 1>
<and, 1>
<rosy, 1>
<as, 1>
<could, 1>
<be, 1>
<desired, 1>
<she, 1>
<was, 1>
<much, 1>
<better, 1>
<while, 1>
<Mrs, 1>
<March, 1>
<declared, 1>
<she, 1>
<felt, 1>
<ten, 1>
<years, 1>
<younger, 1>
<So, 1>
<Jo, 1>
<was, 1>
<satisfied, 1>
<with, 1>
<the, 1>
<investment, 1>
<of, 1>
<her, 1>
<prize, 1>
<money, 1>
<and, 1>
<fell, 1>
<to, 1>
<work, 1>
<with, 1>
<a, 1>
<cheery, 1>
<spirit, 1>
<bent, 1>
<on, 1>
<earning, 1>
<more, 1>
<of, 1>
<those, 1>
<delightful, 1>
<checks, 1>
<She, 1>
<did, 1>
<earn, 1>
<several, 1>
<that, 1>
<year, 1>
<and, 1>
<began, 1>
<to, 1>
<feel, 1>
<herself, 1>
<a, 1>
<power, 1>
<in, 1>
<the, 1>
<house, 1>
<for, 1>
<by, 1>
<the, 1>
<magic, 1>
<of, 1>
<a, 1>
<pen, 1>
<her, 1>
<rubbish, 1>
<turned, 1>
<into, 1>
<comforts, 1>
<for, 1>
<them, 1>
<all, 1>
<The, 1>
<Duke, 1>
<s, 1>
<Daughter, 1>
<paid, 1>
<the, 1>
<butcher, 1>
<s, 1>
<bill, 1>
<A, 1>
<Phantom, 1>
<Hand, 1>
<put, 1>
<down, 1>
<a, 1>
<new, 1>
<carpet, 1>
<and, 1>
<the, 1>
<Curse, 1>
<of, 1>
<the, 1>
<Coventrys, 1>
<proved, 1>
<the, 1>
<blessing, 1>
<of, 1>
<the, 1>
<Marches, 1>
<in, 1>
<the, 1>
<way, 1>
<of, 1>
<groceries, 1>
<and, 1>
<gowns, 1>
<Wealth, 1>
<is, 1>
<certainly, 1>
<a, 1>
<most, 1>
<desirable, 1>
<thing, 1>
<but, 1>
<poverty, 1>
<has, 1>
<its, 1>
<sunny, 1>
<side, 1>
<and, 1>
<one, 1>
<of, 1>
<the, 1>
<sweet, 1>
<uses, 1>
<of, 1>
<adversity, 1>
<is, 1>
<the, 1>
<genuine, 1>
<satisfaction, 1>
<which, 1>
<comes, 1>
<from, 1>
<hearty, 1>
<work, 1>
<of, 1>
<head, 1>
<or, 1>
<hand, 1>
<and, 1>
<to, 1>
<the, 1>
<inspiration, 1>
<of, 1>
<necessity, 1>
<we, 1>
<owe, 1>
<half, 1>
<the, 1>
<wise, 1>
<beautiful, 1>
<and, 1>
<useful, 1>
<blessings, 1>
<of, 1>
<the, 1>
<world, 1>
<Jo, 1>
<enjoyed, 1>
<a, 1>
<taste, 1>
<of, 1>
<this, 1>
<satisfaction, 1>
<and, 1>
<ceased, 1>
<to, 1>
<envy, 1>
<richer, 1>
<girls, 1>
<taking, 1>
<great, 1>
<comfort, 1>
<in, 1>
<the, 1>
<knowledge, 1>
<that, 1>
<she, 1>
<could, 1>
<supply, 1>
<her, 1>
<own, 1>
<wants, 1>
<and, 1>
<need, 1>
<ask, 1>
<no, 1>
<one, 1>
<for, 1>
<a, 1>
<penny, 1>
<Little, 1>
<notice, 1>
<was, 1>
<taken, 1>
<of, 1>
<her, 1>
<stories, 1>
<but, 1>
<they, 1>
<found, 1>
<a, 1>
<market, 1>
<and, 1>
<encouraged, 1>
<by, 1>
<this, 1>
<fact, 1>
<she, 1>
<resolved, 1>
<to, 1>
<make, 1>
<a, 1>
<bold, 1>
<stroke, 1>
<for, 1>
<fame, 1>
<and, 1>
<fortune, 1>
<Having, 1>
<copied, 1>
<her, 1>
<novel, 1>
<for, 1>
<the, 1>
<fourth, 1>
<time, 1>
<read, 1>
<it, 1>
<to, 1>
<all, 1>
<her, 1>
<confidential, 1>
<friends, 1>
<and, 1>
<submitted, 1>
<it, 1>
<with, 1>
<fear, 1>
<and, 1>
<trembling, 1>
<to, 1>
<three, 1>
<publishers, 1>
<she, 1>
<at, 1>
<last, 1>
<disposed, 1>
<of, 1>
<it, 1>
<on, 1>
<condition, 1>
<that, 1>
<she, 1>
<would, 1>
<cut, 1>
<it, 1>
<down, 1>
<one, 1>
<third, 1>
<and, 1>
<omit, 1>
<all, 1>
<the, 1>
<parts, 1>
<which, 1>
<she, 1>
<particularly, 1>
<admired, 1>
<Now, 1>
<I, 1>
<must, 1>
<either, 1>
<bundle, 1>
<it, 1>
<back, 1>
<in, 1>
<to, 1>
<my, 1>
<tin, 1>
<kitchen, 1>
<to, 1>
<mold, 1>
<pay, 1>
<for, 1>
<printing, 1>
<it, 1>
<myself, 1>
<or, 1>
<chop, 1>
<it, 1>
<up, 1>
<to, 1>
<suit, 1>
<purchasers, 1>
<and, 1>
<get, 1>
<what, 1>
<I, 1>
<can, 1>
<for, 1>
<it, 1>
<Fame, 1>
<is, 1>
<a, 1>
<very, 1>
<good, 1>
<thing, 1>
<to, 1>
<have, 1>
<in, 1>
<the, 1>
<house, 1>
<but, 1>
<cash, 1>
<is, 1>
<more, 1>
<convenient, 1>
<so, 1>
<I, 1>
<wish, 1>
<to, 1>
<take, 1>
<the, 1>
<sense, 1>
<of, 1>
<the, 1>
<meeting, 1>
<on, 1>
<this, 1>
<important, 1>
<subject, 1>
<said, 1>
<Jo, 1>
<calling, 1>
<a, 1>
<family, 1>
<council, 1>
<Don, 1>
<t, 1>
<spoil, 1>
<your, 1>
<book, 1>
<my, 1>
<girl, 1>
<for, 1>
<there, 1>
<is, 1>
<more, 1>
<in, 1>
<it, 1>
<than, 1>
<you, 1>
<know, 1>
<and, 1>
<the, 1>
<idea, 1>
<is, 1>
<well, 1>
<worked, 1>
<out, 1>
<Let, 1>
<it, 1>
<wait, 1>
<and, 1>
<ripen, 1>
<was, 1>
<her, 1>
<father, 1>
<s, 1>
<advice, 1>
<and, 1>
<he, 1>
<practiced, 1>
<what, 1>
<he, 1>
<preached, 1>
<having, 1>
<waited, 1>
<patiently, 1>
<thirty, 1>
<years, 1>
<for, 1>
<fruit, 1>
<of, 1>
<his, 1>
<own, 1>
<to, 1>
<ripen, 1>
<and, 1>
<being, 1>
<in, 1>
<no, 1>
<haste, 1>
<to, 1>
<gather, 1>
<it, 1>
<even, 1>
<now, 1>
<when, 1>
<it, 1>
<was, 1>
<sweet, 1>
<and, 1>
<mellow, 1>
<It, 1>
<seems, 1>
<to, 1>
<me, 1>
<that, 1>
<Jo, 1>
<will, 1>
<profit, 1>
<more, 1>
<by, 1>
<taking, 1>
<the, 1>
<trial, 1>
<than, 1>
<by, 1>
<waiting, 1>
<said, 1>
<Mrs, 1>
<March, 1>
<Criticism, 1>
<is, 1>
<the, 1>
<best, 1>
<test, 1>
<of, 1>
<such, 1>
<work, 1>
<for, 1>
<it, 1>
<will, 1>
<show, 1>
<her, 1>
<both, 1>
<unsuspected, 1>
<merits, 1>
<and, 1>
<faults, 1>
<and, 1>
<help, 1>
<her, 1>
<to, 1>
<do, 1>
<better, 1>
<next, 1>
<time, 1>
<We, 1>
<are, 1>
<too, 1>
<partial, 1>
<but, 1>
<the, 1>
<praise, 1>
<and, 1>
<blame, 1>
<of, 1>
<outsiders, 1>
<will, 1>
<prove, 1>
<useful, 1>
<even, 1>
<if, 1>
<she, 1>
<gets, 1>
<but, 1>
<little, 1>
<money, 1>
<Yes, 1>
<said, 1>
<Jo, 1>
<knitting, 1>
<her, 1>
<brows, 1>
<that, 1>
<s, 1>
<just, 1>
<it, 1>
<I, 1>
<ve, 1>
<been, 1>
<fussing, 1>
<over, 1>
<the, 1>
<thing, 1>
<so, 1>
<long, 1>
<I, 1>
<really, 1>
<don, 1>
<t, 1>
<know, 1>
<whether, 1>
<it, 1>
<s, 1>
<good, 1>
<bad, 1>
<or, 1>
<indifferent, 1>
<It, 1>
<will, 1>
<be, 1>
<a, 1>
<great, 1>
<help, 1>
<to, 1>
<have, 1>
<cool, 1>
<impartial, 1>
<persons, 1>
<take, 1>
<a, 1>
<look, 1>
<at, 1>
<it, 1>
<and, 1>
<tell, 1>
<me, 1>
<what, 1>
<they, 1>
<think, 1>
<of, 1>
<it, 1>
<I, 1>
<wouldn, 1>
<t, 1>
<leave, 1>
<a, 1>
<word, 1>
<out, 1>
<of, 1>
<it, 1>
<You, 1>
<ll, 1>
<spoil, 1>
<it, 1>
<if, 1>
<you, 1>
<do, 1>
<for, 1>
<the, 1>
<interest, 1>
<of, 1>
<the, 1>
<story, 1>
<is, 1>
<more, 1>
<in, 1>
<the, 1>
<minds, 1>
<than, 1>
<in, 1>
<the, 1>
<actions, 1>
<of, 1>
<the, 1>
<people, 1>
<and, 1>
<it, 1>
<will, 1>
<be, 1>
<all, 1>
<a, 1>
<muddle, 1>
<if, 1>
<you, 1>
<don, 1>
<t, 1>
<explain, 1>
<as, 1>
<you, 1>
<go, 1>
<on, 1>
<said, 1>
<Meg, 1>
<who, 1>
<firmly, 1>
<believed, 1>
<that, 1>
<this, 1>
<book, 1>
<was, 1>
<the, 1>
<most, 1>
<remarkable, 1>
<novel, 1>
<ever, 1>
<written, 1>
<But, 1>
<Mr, 1>
<Allen, 1>
<says, 1>
<Leave, 1>
<out, 1>
<the, 1>
<explanations, 1>
<make, 1>
<it, 1>
<brief, 1>
<and, 1>
<dramatic, 1>
<and, 1>
<let, 1>
<the, 1>
<characters, 1>
<tell, 1>
<the, 1>
<story, 1>
<interrupted, 1>
<Jo, 1>
<turning, 1>
<to, 1>
<the, 1>
<publisher, 1>
<s, 1>
<note, 1>
<Do, 1>
<as, 1>
<he, 1>
<tells, 1>
<you, 1>
<He, 1>
<knows, 1>
<what, 1>
<will, 1>
<sell, 1>
<and, 1>
<we, 1>
<don, 1>
<t, 1>
<Make, 1>
<a, 1>
<good, 1>
<popular, 1>
<book, 1>
<and, 1>
<get, 1>
<as, 1>
<much, 1>
<money, 1>
<as, 1>
<you, 1>
<can, 1>
<By, 1>
<and, 1>
<by, 1>
<when, 1>
<you, 1>
<ve, 1>
<got, 1>
<a, 1>
<name, 1>
<you, 1>
<can, 1>
<afford, 1>
<to, 1>
<digress, 1>
<and, 1>
<have, 1>
<philosophical, 1>
<and, 1>
<metaphysical, 1>
<people, 1>
<in, 1>
<your, 1>
<novels, 1>
<said, 1>
<Amy, 1>
<who, 1>
<took, 1>
<a, 1>
<strictly, 1>
<practical, 1>
<view, 1>
<of, 1>
<the, 1>
<subject, 1>
<Well, 1>
<said, 1>
<Jo, 1>
<laughing, 1>
<if, 1>
<my, 1>
<people, 1>
<are, 1>
<philosophical, 1>
<and, 1>
<metaphysical, 1>
<it, 1>
<isn, 1>
<t, 1>
<my, 1>
<fault, 1>
<for, 1>
<I, 1>
<know, 1>
<nothing, 1>
<about, 1>
<such, 1>
<things, 1>
<except, 1>
<what, 1>
<I, 1>
<hear, 1>
<father, 1>
<say, 1>
<sometimes, 1>
<If, 1>
<I, 1>
<ve, 1>
<got, 1>
<some, 1>
<of, 1>
<his, 1>
<wise, 1>
<ideas, 1>
<jumbled, 1>
<up, 1>
<with, 1>
<my, 1>
<romance, 1>
<so, 1>
<much, 1>
<the, 1>
<better, 1>
<for, 1>
<me, 1>
<Now, 1>
<Beth, 1>
<what, 1>
<do, 1>
<you, 1>
<say, 1>
<I, 1>
<should, 1>
<so, 1>
<like, 1>
<to, 1>
<see, 1>
<it, 1>
<printed, 1>
<soon, 1>
<was, 1>
<all, 1>
<Beth, 1>
<said, 1>
<and, 1>
<smiled, 1>
<in, 1>
<saying, 1>
<it, 1>
<But, 1>
<there, 1>
<was, 1>
<an, 1>
<unconscious, 1>
<emphasis, 1>
<on, 1>
<the, 1>
<last, 1>
<word, 1>
<and, 1>
<a, 1>
<wistful, 1>
<look, 1>
<in, 1>
<the, 1>
<eyes, 1>
<that, 1>
<never, 1>
<lost, 1>
<their, 1>
<childlike, 1>
<candor, 1>
<which, 1>
<chilled, 1>
<Jo, 1>
<s, 1>
<heart, 1>
<for, 1>
<a, 1>
<minute, 1>
<with, 1>
<a, 1>
<forboding, 1>
<fear, 1>
<and, 1>
<decided, 1>
<her, 1>
<to, 1>
<make, 1>
<her, 1>
<little, 1>
<venture, 1>
<soon, 1>
<So, 1>
<with, 1>
<Spartan, 1>
<firmness, 1>
<the, 1>
<young, 1>
<authoress, 1>
<laid, 1>
<her, 1>
<first, 1>
<born, 1>
<on, 1>
<her, 1>
<table, 1>
<and, 1>
<chopped, 1>
<it, 1>
<up, 1>
<as, 1>
<ruthlessly, 1>
<as, 1>
<any, 1>
<ogre, 1>
<In, 1>
<the, 1>
<hope, 1>
<of, 1>
<pleasing, 1>
<everyone, 1>
<she, 1>
<took, 1>
<everyone, 1>
<s, 1>
<advice, 1>
<and, 1>
<like, 1>
<the, 1>
<old, 1>
<man, 1>
<and, 1>
<his, 1>
<donkey, 1>
<in, 1>
<the, 1>
<fable, 1>
<suited, 1>
<nobody, 1>
<Her, 1>
<father, 1>
<liked, 1>
<the, 1>
<metaphysical, 1>
<streak, 1>
<which, 1>
<had, 1>
<unconsciously, 1>
<got, 1>
<into, 1>
<it, 1>
<so, 1>
<that, 1>
<was, 1>
<allowed, 1>
<to, 1>
<remain, 1>
<though, 1>
<she, 1>
<had, 1>
<her, 1>
<doubts, 1>
<about, 1>
<it, 1>
<Her, 1>
<mother, 1>
<thought, 1>
<that, 1>
<there, 1>
<was, 1>
<a, 1>
<trifle, 1>
<too, 1>
<much, 1>
<description, 1>
<Out, 1>
<therefore, 1>
<it, 1>
<came, 1>
<and, 1>
<with, 1>
<it, 1>
<many, 1>
<necessary, 1>
<links, 1>
<in, 1>
<the, 1>
<story, 1>
<Meg, 1>
<admired, 1>
<the, 1>
<tragedy, 1>
<so, 1>
<Jo, 1>
<piled, 1>
<up, 1>
<the, 1>
<agony, 1>
<to, 1>
<suit, 1>
<her, 1>
<while, 1>
<Amy, 1>
<objected, 1>
<to, 1>
<the, 1>
<fun, 1>
<and, 1>
<with, 1>
<the, 1>
<best, 1>
<intentions, 1>
<in, 1>
<life, 1>
<Jo, 1>
<quenched, 1>
<the, 1>
<spritly, 1>
<scenes, 1>
<which, 1>
<relieved, 1>
<the, 1>
<somber, 1>
<character, 1>
<of, 1>
<the, 1>
<story, 1>
<Then, 1>
<to, 1>
<complicate, 1>
<the, 1>
<ruin, 1>
<she, 1>
<cut, 1>
<it, 1>
<down, 1>
<one, 1>
<third, 1>
<and, 1>
<confidingly, 1>
<sent, 1>
<the, 1>
<poor, 1>
<little, 1>
<romance, 1>
<like, 1>
<a, 1>
<picked, 1>
<robin, 1>
<out, 1>
<into, 1>
<the, 1>
<big, 1>
<busy, 1>
<world, 1>
<to, 1>
<try, 1>
<its, 1>
<fate, 1>
<Well, 1>
<it, 1>
<was, 1>
<printed, 1>
<and, 1>
<she, 1>
<got, 1>
<three, 1>
<hundred, 1>
<dollars, 1>
<for, 1>
<it, 1>
<likewise, 1>
<plenty, 1>
<of, 1>
<praise, 1>
<and, 1>
<blame, 1>
<both, 1>
<so, 1>
<much, 1>
<greater, 1>
<than, 1>
<she, 1>
<expected, 1>
<that, 1>
<she, 1>
<was, 1>
<thrown, 1>
<into, 1>
<a, 1>
<state, 1>
<of, 1>
<bewilderment, 1>
<from, 1>
<which, 1>
<it, 1>
<took, 1>
<her, 1>
<some, 1>
<time, 1>
<to, 1>
<recover, 1>
<You, 1>
<said, 1>
<Mother, 1>
<that, 1>
<criticism, 1>
<would, 1>
<help, 1>
<me, 1>
<But, 1>
<how, 1>
<can, 1>
<it, 1>
<when, 1>
<it, 1>
<s, 1>
<so, 1>
<contradictory, 1>
<that, 1>
<I, 1>
<don, 1>
<t, 1>
<know, 1>
<whether, 1>
<I, 1>
<ve, 1>
<written, 1>
<a, 1>
<promising, 1>
<book, 1>
<or, 1>
<broken, 1>
<all, 1>
<the, 1>
<ten, 1>
<commandments, 1>
<cried, 1>
<poor, 1>
<Jo, 1>
<turning, 1>
<over, 1>
<a, 1>
<heap, 1>
<of, 1>
<notices, 1>
<the, 1>
<perusal, 1>
<of, 1>
<which, 1>
<filled, 1>
<her, 1>
<with, 1>
<pride, 1>
<and, 1>
<joy, 1>
<one, 1>
<minute, 1>
<wrath, 1>
<and, 1>
<dismay, 1>
<the, 1>
<next, 1>
<This, 1>
<man, 1>
<says, 1>
<An, 1>
<exquisite, 1>
<book, 1>
<full, 1>
<of, 1>
<truth, 1>
<beauty, 1>
<and, 1>
<earnestness, 1>
<All, 1>
<is, 1>
<sweet, 1>
<pure, 1>
<and, 1>
<healthy, 1>
<continued, 1>
<the, 1>
<perplexed, 1>
<authoress, 1>
<The, 1>
<next, 1>
<The, 1>
<theory, 1>
<of, 1>
<the, 1>
<book, 1>
<is, 1>
<bad, 1>
<full, 1>
<of, 1>
<morbid, 1>
<fancies, 1>
<spiritualistic, 1>
<ideas, 1>
<and, 1>
<unnatural, 1>
<characters, 1>
<Now, 1>
<as, 1>
<I, 1>
<had, 1>
<no, 1>
<theory, 1>
<of, 1>
<any, 1>
<kind, 1>
<don, 1>
<t, 1>
<believe, 1>
<in, 1>
<Spiritualism, 1>
<and, 1>
<copied, 1>
<my, 1>
<characters, 1>
<from, 1>
<life, 1>
<I, 1>
<don, 1>
<t, 1>
<see, 1>
<how, 1>
<this, 1>
<critic, 1>
<can, 1>
<be, 1>
<right, 1>
<Another, 1>
<says, 1>
<It, 1>
<s, 1>
<one, 1>
<of, 1>
<the, 1>
<best, 1>
<American, 1>
<novels, 1>
<which, 1>
<has, 1>
<appeared, 1>
<for, 1>
<years, 1>
<I, 1>
<know, 1>
<better, 1>
<than, 1>
<that, 1>
<and, 1>
<the, 1>
<next, 1>
<asserts, 1>
<that, 1>
<Though, 1>
<it, 1>
<is, 1>
<original, 1>
<and, 1>
<written, 1>
<with, 1>
<great, 1>
<force, 1>
<and, 1>
<feeling, 1>
<it, 1>
<is, 1>
<a, 1>
<dangerous, 1>
<book, 1>
<Tisn, 1>
<t, 1>
<Some, 1>
<make, 1>
<fun, 1>
<of, 1>
<it, 1>
<some, 1>
<overpraise, 1>
<and, 1>
<nearly, 1>
<all, 1>
<insist, 1>
<that, 1>
<I, 1>
<had, 1>
<a, 1>
<deep, 1>
<theory, 1>
<to, 1>
<expound, 1>
<when, 1>
<I, 1>
<only, 1>
<wrote, 1>
<it, 1>
<for, 1>
<the, 1>
<pleasure, 1>
<and, 1>
<the, 1>
<money, 1>
<I, 1>
<wish, 1>
<I, 1>
<d, 1>
<printed, 1>
<the, 1>
<whole, 1>
<or, 1>
<not, 1>
<at, 1>
<all, 1>
<for, 1>
<I, 1>
<do, 1>
<hate, 1>
<to, 1>
<be, 1>
<so, 1>
<misjudged, 1>
<Her, 1>
<family, 1>
<and, 1>
<friends, 1>
<administered, 1>
<comfort, 1>
<and, 1>
<commendation, 1>
<liberally, 1>
<Yet, 1>
<it, 1>
<was, 1>
<a, 1>
<hard, 1>
<time, 1>
<for, 1>
<sensitive, 1>
<high, 1>
<spirited, 1>
<Jo, 1>
<who, 1>
<meant, 1>
<so, 1>
<well, 1>
<and, 1>
<had, 1>
<apparently, 1>
<done, 1>
<so, 1>
<ill, 1>
<But, 1>
<it, 1>
<did, 1>
<her, 1>
<good, 1>
<for, 1>
<those, 1>
<whose, 1>
<opinion, 1>
<had, 1>
<real, 1>
<value, 1>
<gave, 1>
<her, 1>
<the, 1>
<criticism, 1>
<which, 1>
<is, 1>
<an, 1>
<author, 1>
<s, 1>
<best, 1>
<education, 1>
<and, 1>
<when, 1>
<the, 1>
<first, 1>
<soreness, 1>
<was, 1>
<over, 1>
<she, 1>
<could, 1>
<laugh, 1>
<at, 1>
<her, 1>
<poor, 1>
<little, 1>
<book, 1>
<yet, 1>
<believe, 1>
<in, 1>
<it, 1>
<still, 1>
<and, 1>
<feel, 1>
<herself, 1>
<the, 1>
<wiser, 1>
<and, 1>
<stronger, 1>
<for, 1>
<the, 1>
<buffeting, 1>
<she, 1>
<had, 1>
<received, 1>
<Not, 1>
<being, 1>
<a, 1>
<genius, 1>
<like, 1>
<Keats, 1>
<it, 1>
<won, 1>
<t, 1>
<kill, 1>
<me, 1>
<she, 1>
<said, 1>
<stoutly, 1>
<and, 1>
<I, 1>
<ve, 1>
<got, 1>
<the, 1>
<joke, 1>
<on, 1>
<my, 1>
<side, 1>
<after, 1>
<all, 1>
<for, 1>
<the, 1>
<parts, 1>
<that, 1>
<were, 1>
<taken, 1>
<straight, 1>
<out, 1>
<of, 1>
<real, 1>
<life, 1>
<are, 1>
<denounced, 1>
<as, 1>
<impossible, 1>
<and, 1>
<absurd, 1>
<and, 1>
<the, 1>
<scenes, 1>
<that, 1>
<I, 1>
<made, 1>
<up, 1>
<out, 1>
<of, 1>
<my, 1>
<own, 1>
<silly, 1>
<head, 1>
<are, 1>
<pronounced, 1>
<charmingly, 1>
<natural, 1>
<tender, 1>
<and, 1>
<true, 1>
<So, 1>
<I, 1>
<ll, 1>
<comfort, 1>
<myself, 1>
<with, 1>
<that, 1>
<and, 1>
<when, 1>
<I, 1>
<m, 1>
<ready, 1>
<I, 1>
<ll, 1>
<up, 1>
<again, 1>
<and, 1>
<take, 1>
<another, 1>
<CHAPTER, 1>
<TWENTY, 1>
<EIGHT, 1>
<DOMESTIC, 1>
<EXPERIENCES, 1>
<Like, 1>
<most, 1>
<other, 1>
<young, 1>
<matrons, 1>
<Meg, 1>
<began, 1>
<her, 1>
<married, 1>
<life, 1>
<with, 1>
<the, 1>
<determination, 1>
<to, 1>
<be, 1>
<a, 1>
<model, 1>
<housekeeper, 1>
<John, 1>
<should, 1>
<find, 1>
<home, 1>
<a, 1>
<paradise, 1>
<he, 1>
<should, 1>
<always, 1>
<see, 1>
<a, 1>
<smiling, 1>
<face, 1>
<should, 1>
<fare, 1>
<sumptuously, 1>
<every, 1>
<day, 1>
<and, 1>
<never, 1>
<know, 1>
<the, 1>
<loss, 1>
<of, 1>
<a, 1>
<button, 1>
<She, 1>
<brought, 1>
<so, 1>
<much, 1>
<love, 1>
<energy, 1>
<and, 1>
<cheerfulness, 1>
<to, 1>
<the, 1>
<work, 1>
<that, 1>
<she, 1>
<could, 1>
<not, 1>
<but, 1>
<succeed, 1>
<in, 1>
<spite, 1>
<of, 1>
<some, 1>
<obstacles, 1>
<Her, 1>
<paradise, 1>
<was, 1>
<not, 1>
<a, 1>
<tranquil, 1>
<one, 1>
<for, 1>
<the, 1>
<little, 1>
<woman, 1>
<fussed, 1>
<was, 1>
<over, 1>
<anxious, 1>
<to, 1>
<please, 1>
<and, 1>
<bustled, 1>
<about, 1>
<like, 1>
<a, 1>
<true, 1>
<Martha, 1>
<cumbered, 1>
<with, 1>
<many, 1>
<cares, 1>
<She, 1>
<was, 1>
<too, 1>
<tired, 1>
<sometimes, 1>
<even, 1>
<to, 1>
<smile, 1>
<John, 1>
<grew, 1>
<dyspeptic, 1>
<after, 1>
<a, 1>
<course, 1>
<of, 1>
<dainty, 1>
<dishes, 1>
<and, 1>
<ungratefully, 1>
<demanded, 1>
<plain, 1>
<fare, 1>
<As, 1>
<for, 1>
<buttons, 1>
<she, 1>
<soon, 1>
<learned, 1>
<to, 1>
<wonder, 1>
<where, 1>
<they, 1>
<went, 1>
<to, 1>
<shake, 1>
<her, 1>
<head, 1>
<over, 1>
<the, 1>
<carelessness, 1>
<of, 1>
<men, 1>
<and, 1>
<to, 1>
<threaten, 1>
<to, 1>
<make, 1>
<him, 1>
<sew, 1>
<them, 1>
<on, 1>
<himself, 1>
<and, 1>
<see, 1>
<if, 1>
<his, 1>
<work, 1>
<would, 1>
<stand, 1>
<impatient, 1>
<and, 1>
<clumsy, 1>
<fingers, 1>
<any, 1>
<better, 1>
<than, 1>
<hers, 1>
<They, 1>
<were, 1>
<very, 1>
<happy, 1>
<even, 1>
<after, 1>
<they, 1>
<discovered, 1>
<that, 1>
<they, 1>
<couldn, 1>
<t, 1>
<live, 1>
<on, 1>
<love, 1>
<alone, 1>
<John, 1>
<did, 1>
<not, 1>
<find, 1>
<Meg, 1>
<s, 1>
<beauty, 1>
<diminished, 1>
<though, 1>
<she, 1>
<beamed, 1>
<at, 1>
<him, 1>
<from, 1>
<behind, 1>
<the, 1>
<familiar, 1>
<coffee, 1>
<pot, 1>
<Nor, 1>
<did, 1>
<Meg, 1>
<miss, 1>
<any, 1>
<of, 1>
<the, 1>
<romance, 1>
<from, 1>
<the, 1>
<daily, 1>
<parting, 1>
<when, 1>
<her, 1>
<husband, 1>
<followed, 1>
<up, 1>
<his, 1>
<kiss, 1>
<with, 1>
<the, 1>
<tender, 1>
<inquiry, 1>
<Shall, 1>
<I, 1>
<send, 1>
<some, 1>
<veal, 1>
<or, 1>
<mutton, 1>
<for, 1>
<dinner, 1>
<darling, 1>
<The, 1>
<little, 1>
<house, 1>
<ceased, 1>
<to, 1>
<be, 1>
<a, 1>
<glorified, 1>
<bower, 1>
<but, 1>
<it, 1>
<became, 1>
<a, 1>
<home, 1>
<and, 1>
<the, 1>
<young, 1>
<couple, 1>
<soon, 1>
<felt, 1>
<that, 1>
<it, 1>
<was, 1>
<a, 1>
<change, 1>
<for, 1>
<the, 1>
<better, 1>
<At, 1>
<first, 1>
<they, 1>
<played, 1>
<keep, 1>
<house, 1>
<and, 1>
<frolicked, 1>
<over, 1>
<it, 1>
<like, 1>
<children, 1>
<Then, 1>
<John, 1>
<took, 1>
<steadily, 1>
<to, 1>
<business, 1>
<feeling, 1>
<the, 1>
<cares, 1>
<of, 1>
<the, 1>
<head, 1>
<of, 1>
<a, 1>
<family, 1>
<upon, 1>
<his, 1>
<shoulders, 1>
<and, 1>
<Meg, 1>
<laid, 1>
<by, 1>
<her, 1>
<cambric, 1>
<wrappers, 1>
<put, 1>
<on, 1>
<a, 1>
<big, 1>
<apron, 1>
<and, 1>
<fell, 1>
<to, 1>
<work, 1>
<as, 1>
<before, 1>
<said, 1>
<with, 1>
<more, 1>
<energy, 1>
<than, 1>
<discretion, 1>
<While, 1>
<the, 1>
<cooking, 1>
<mania, 1>
<lasted, 1>
<she, 1>
<went, 1>
<through, 1>
<Mrs, 1>
<Cornelius, 1>
<s, 1>
<Receipt, 1>
<Book, 1>
<as, 1>
<if, 1>
<it, 1>
<were, 1>
<a, 1>
<mathematical, 1>
<exercise, 1>
<working, 1>
<out, 1>
<the, 1>
<problems, 1>
<with, 1>
<patience, 1>
<and, 1>
<care, 1>
<Sometimes, 1>
<her, 1>
<family, 1>
<were, 1>
<invited, 1>
<in, 1>
<to, 1>
<help, 1>
<eat, 1>
<up, 1>
<a, 1>
<too, 1>
<bounteous, 1>
<feast, 1>
<of, 1>
<successes, 1>
