<bashful, 1>
<won, 1>
<t, 1>
<be, 1>
<my, 1>
<turn, 1>
<to, 1>
<have, 1>
<the, 1>
<rag, 1>
<money, 1>
<for, 1>
<a, 1>
<month, 1>
<In, 1>
<debt, 1>
<Amy, 1>
<What, 1>
<do, 1>
<you, 1>
<mean, 1>
<And, 1>
<Meg, 1>
<looked, 1>
<sober, 1>
<Why, 1>
<I, 1>
<owe, 1>
<at, 1>
<least, 1>
<a, 1>
<dozen, 1>
<pickled, 1>
<limes, 1>
<and, 1>
<I, 1>
<can, 1>
<t, 1>
<pay, 1>
<them, 1>
<you, 1>
<know, 1>
<till, 1>
<I, 1>
<have, 1>
<money, 1>
<for, 1>
<Marmee, 1>
<forbade, 1>
<my, 1>
<having, 1>
<anything, 1>
<charged, 1>
<at, 1>
<the, 1>
<shop, 1>
<Tell, 1>
<me, 1>
<all, 1>
<about, 1>
<it, 1>
<Are, 1>
<limes, 1>
<the, 1>
<fashion, 1>
<now, 1>
<It, 1>
<used, 1>
<to, 1>
<be, 1>
<pricking, 1>
<bits, 1>
<of, 1>
<rubber, 1>
<to, 1>
<make, 1>
<balls, 1>
<And, 1>
<Meg, 1>
<tried, 1>
<to, 1>
<keep, 1>
<her, 1>
<countenance, 1>
<Amy, 1>
<looked, 1>
<so, 1>
<grave, 1>
<and, 1>
<important, 1>
<Why, 1>
<you, 1>
<see, 1>
<the, 1>
<girls, 1>
<are, 1>
<always, 1>
<buying, 1>
<them, 1>
<and, 1>
<unless, 1>
<you, 1>
<want, 1>
<to, 1>
<be, 1>
<thought, 1>
<mean, 1>
<you, 1>
<must, 1>
<do, 1>
<it, 1>
<too, 1>
<It, 1>
<s, 1>
<nothing, 1>
<but, 1>
<limes, 1>
<now, 1>
<for, 1>
<everyone, 1>
<is, 1>
<sucking, 1>
<them, 1>
<in, 1>
<their, 1>
<desks, 1>
<in, 1>
<schooltime, 1>
<and, 1>
<trading, 1>
<them, 1>
<off, 1>
<for, 1>
<pencils, 1>
<bead, 1>
<rings, 1>
<paper, 1>
<dolls, 1>
<or, 1>
<something, 1>
<else, 1>
<at, 1>
<recess, 1>
<If, 1>
<one, 1>
<girl, 1>
<likes, 1>
<another, 1>
<she, 1>
<gives, 1>
<her, 1>
<a, 1>
<lime, 1>
<If, 1>
<she, 1>
<s, 1>
<mad, 1>
<with, 1>
<her, 1>
<she, 1>
<eats, 1>
<one, 1>
<before, 1>
<her, 1>
<face, 1>
<and, 1>
<doesn, 1>
<t, 1>
<offer, 1>
<even, 1>
<a, 1>
<suck, 1>
<They, 1>
<treat, 1>
<by, 1>
<turns, 1>
<and, 1>
<I, 1>
<ve, 1>
<had, 1>
<ever, 1>
<so, 1>
<many, 1>
<but, 1>
<haven, 1>
<t, 1>
<returned, 1>
<them, 1>
<and, 1>
<I, 1>
<ought, 1>
<for, 1>
<they, 1>
<are, 1>
<debts, 1>
<of, 1>
<honor, 1>
<you, 1>
<know, 1>
<How, 1>
<much, 1>
<will, 1>
<pay, 1>
<them, 1>
<off, 1>
<and, 1>
<restore, 1>
<your, 1>
<credit, 1>
<asked, 1>
<Meg, 1>
<taking, 1>
<out, 1>
<her, 1>
<purse, 1>
<A, 1>
<quarter, 1>
<would, 1>
<more, 1>
<than, 1>
<do, 1>
<it, 1>
<and, 1>
<leave, 1>
<a, 1>
<few, 1>
<cents, 1>
<over, 1>
<for, 1>
<a, 1>
<treat, 1>
<for, 1>
<you, 1>
<Don, 1>
<t, 1>
<you, 1>
<like, 1>
<limes, 1>
<Not, 1>
<much, 1>
<You, 1>
<may, 1>
<have, 1>
<my, 1>
<share, 1>
<Here, 1>
<s, 1>
<the, 1>
<money, 1>
<Make, 1>
<it, 1>
<last, 1>
<as, 1>
<long, 1>
<as, 1>
<you, 1>
<can, 1>
<for, 1>
<it, 1>
<isn, 1>
<t, 1>
<very, 1>
<plenty, 1>
<you, 1>
<know, 1>
<Oh, 1>
<thank, 1>
<you, 1>
<It, 1>
<must, 1>
<be, 1>
<so, 1>
<nice, 1>
<to, 1>
<have, 1>
<pocket, 1>
<money, 1>
<I, 1>
<ll, 1>
<have, 1>
<a, 1>
<grand, 1>
<feast, 1>
<for, 1>
<I, 1>
<haven, 1>
<t, 1>
<tasted, 1>
<a, 1>
<lime, 1>
<this, 1>
<week, 1>
<I, 1>
<felt, 1>
<delicate, 1>
<about, 1>
<taking, 1>
<any, 1>
<as, 1>
<I, 1>
<couldn, 1>
<t, 1>
<return, 1>
<them, 1>
<and, 1>
<I, 1>
<m, 1>
<actually, 1>
<suffering, 1>
<for, 1>
<one, 1>
<Next, 1>
<day, 1>
<Amy, 1>
<was, 1>
<rather, 1>
<late, 1>
<at, 1>
<school, 1>
<but, 1>
<could, 1>
<not, 1>
<resist, 1>
<the, 1>
<temptation, 1>
<of, 1>
<displaying, 1>
<with, 1>
<pardonable, 1>
<pride, 1>
<a, 1>
<moist, 1>
<brown, 1>
<paper, 1>
<parcel, 1>
<before, 1>
<she, 1>
<consigned, 1>
<it, 1>
<to, 1>
<the, 1>
<inmost, 1>
<recesses, 1>
<of, 1>
<her, 1>
<desk, 1>
<During, 1>
<the, 1>
<next, 1>
<few, 1>
<minutes, 1>
<the, 1>
<rumor, 1>
<that, 1>
<Amy, 1>
<March, 1>
<had, 1>
<got, 1>
<twenty, 1>
<four, 1>
<delicious, 1>
<limes, 1>
<she, 1>
<ate, 1>
<one, 1>
<on, 1>
<the, 1>
<way, 1>
<and, 1>
<was, 1>
<going, 1>
<to, 1>
<treat, 1>
<circulated, 1>
<through, 1>
<her, 1>
<set, 1>
<and, 1>
<the, 1>
<attentions, 1>
<of, 1>
<her, 1>
<friends, 1>
<became, 1>
<quite, 1>
<overwhelming, 1>
<Katy, 1>
<Brown, 1>
<invited, 1>
<her, 1>
<to, 1>
<her, 1>
<next, 1>
<party, 1>
<on, 1>
<the, 1>
<spot, 1>
<Mary, 1>
<Kingsley, 1>
<insisted, 1>
<on, 1>
<lending, 1>
<her, 1>
<her, 1>
<watch, 1>
<till, 1>
<recess, 1>
<and, 1>
<Jenny, 1>
<Snow, 1>
<a, 1>
<satirical, 1>
<young, 1>
<lady, 1>
<who, 1>
<had, 1>
<basely, 1>
<twitted, 1>
<Amy, 1>
<upon, 1>
<her, 1>
<limeless, 1>
<state, 1>
<promptly, 1>
<buried, 1>
<the, 1>
<hatchet, 1>
<and, 1>
<offered, 1>
<to, 1>
<furnish, 1>
<answers, 1>
<to, 1>
<certain, 1>
<appalling, 1>
<sums, 1>
<But, 1>
<Amy, 1>
<had, 1>
<not, 1>
<forgotten, 1>
<Miss, 1>
<Snow, 1>
<s, 1>
<cutting, 1>
<remarks, 1>
<about, 1>
<some, 1>
<persons, 1>
<whose, 1>
<noses, 1>
<were, 1>
<not, 1>
<too, 1>
<flat, 1>
<to, 1>
<smell, 1>
<other, 1>
<people, 1>
<s, 1>
<limes, 1>
<and, 1>
<stuck, 1>
<up, 1>
<people, 1>
<who, 1>
<were, 1>
<not, 1>
<too, 1>
<proud, 1>
<to, 1>
<ask, 1>
<for, 1>
<them, 1>
<and, 1>
<she, 1>
<instantly, 1>
<crushed, 1>
<that, 1>
<Snow, 1>
<girl, 1>
<s, 1>
<hopes, 1>
<by, 1>
<the, 1>
<withering, 1>
<telegram, 1>
<You, 1>
<needn, 1>
<t, 1>
<be, 1>
<so, 1>
<polite, 1>
<all, 1>
<of, 1>
<a, 1>
<sudden, 1>
<for, 1>
<you, 1>
<won, 1>
<t, 1>
<get, 1>
<any, 1>
<A, 1>
<distinguished, 1>
<personage, 1>
<happened, 1>
<to, 1>
<visit, 1>
<the, 1>
<school, 1>
<that, 1>
<morning, 1>
<and, 1>
<Amy, 1>
<s, 1>
<beautifully, 1>
<drawn, 1>
<maps, 1>
<received, 1>
<praise, 1>
<which, 1>
<honor, 1>
<to, 1>
<her, 1>
<foe, 1>
<rankled, 1>
<in, 1>
<the, 1>
<soul, 1>
<of, 1>
<Miss, 1>
<Snow, 1>
<and, 1>
<caused, 1>
<Miss, 1>
<March, 1>
<to, 1>
<assume, 1>
<the, 1>
<airs, 1>
<of, 1>
<a, 1>
<studious, 1>
<young, 1>
<peacock, 1>
<But, 1>
<alas, 1>
<alas, 1>
<Pride, 1>
<goes, 1>
<before, 1>
<a, 1>
<fall, 1>
<and, 1>
<the, 1>
<revengeful, 1>
<Snow, 1>
<turned, 1>
<the, 1>
<tables, 1>
<with, 1>
<disastrous, 1>
<success, 1>
<No, 1>
<sooner, 1>
<had, 1>
<the, 1>
<guest, 1>
<paid, 1>
<the, 1>
<usual, 1>
<stale, 1>
<compliments, 1>
<and, 1>
<bowed, 1>
<himself, 1>
<out, 1>
<than, 1>
<Jenny, 1>
<under, 1>
<pretense, 1>
<of, 1>
<asking, 1>
<an, 1>
<important, 1>
<question, 1>
<informed, 1>
<Mr, 1>
<Davis, 1>
<the, 1>
<teacher, 1>
<that, 1>
<Amy, 1>
<March, 1>
<had, 1>
<pickled, 1>
<limes, 1>
<in, 1>
<her, 1>
<desk, 1>
<Now, 1>
<Mr, 1>
<Davis, 1>
<had, 1>
<declared, 1>
<limes, 1>
<a, 1>
<contraband, 1>
<article, 1>
<and, 1>
<solemnly, 1>
<vowed, 1>
<to, 1>
<publicly, 1>
<ferrule, 1>
<the, 1>
<first, 1>
<person, 1>
<who, 1>
<was, 1>
<found, 1>
<breaking, 1>
<the, 1>
<law, 1>
<This, 1>
<much, 1>
<enduring, 1>
<man, 1>
<had, 1>
<succeeded, 1>
<in, 1>
<banishing, 1>
<chewing, 1>
<gum, 1>
<after, 1>
<a, 1>
<long, 1>
<and, 1>
<stormy, 1>
<war, 1>
<had, 1>
<made, 1>
<a, 1>
<bonfire, 1>
<of, 1>
<the, 1>
<confiscated, 1>
<novels, 1>
<and, 1>
<newspapers, 1>
<had, 1>
<suppressed, 1>
<a, 1>
<private, 1>
<post, 1>
<office, 1>
<had, 1>
<forbidden, 1>
<distortions, 1>
<of, 1>
<the, 1>
<face, 1>
<nicknames, 1>
<and, 1>
<caricatures, 1>
<and, 1>
<done, 1>
<all, 1>
<that, 1>
<one, 1>
<man, 1>
<could, 1>
<do, 1>
<to, 1>
<keep, 1>
<half, 1>
<a, 1>
<hundred, 1>
<rebellious, 1>
<girls, 1>
<in, 1>
<order, 1>
<Boys, 1>
<are, 1>
<trying, 1>
<enough, 1>
<to, 1>
<human, 1>
<patience, 1>
<goodness, 1>
<knows, 1>
<but, 1>
<girls, 1>
<are, 1>
<infinitely, 1>
<more, 1>
<so, 1>
<especially, 1>
<to, 1>
<nervous, 1>
<gentlemen, 1>
<with, 1>
<tyrannical, 1>
<tempers, 1>
<and, 1>
<no, 1>
<more, 1>
<talent, 1>
<for, 1>
<teaching, 1>
<than, 1>
<Dr, 1>
<Blimber, 1>
<Mr, 1>
<Davis, 1>
<knew, 1>
<any, 1>
<quantity, 1>
<of, 1>
<Greek, 1>
<Latin, 1>
<algebra, 1>
<and, 1>
<ologies, 1>
<of, 1>
<all, 1>
<sorts, 1>
<so, 1>
<he, 1>
<was, 1>
<called, 1>
<a, 1>
<fine, 1>
<teacher, 1>
<and, 1>
<manners, 1>
<morals, 1>
<feelings, 1>
<and, 1>
<examples, 1>
<were, 1>
<not, 1>
<considered, 1>
<of, 1>
<any, 1>
<particular, 1>
<importance, 1>
<It, 1>
<was, 1>
<a, 1>
<most, 1>
<unfortunate, 1>
<moment, 1>
<for, 1>
<denouncing, 1>
<Amy, 1>
<and, 1>
<Jenny, 1>
<knew, 1>
<it, 1>
<Mr, 1>
<Davis, 1>
<had, 1>
<evidently, 1>
<taken, 1>
<his, 1>
<coffee, 1>
<too, 1>
<strong, 1>
<that, 1>
<morning, 1>
<there, 1>
<was, 1>
<an, 1>
<east, 1>
<wind, 1>
<which, 1>
<always, 1>
<affected, 1>
<his, 1>
<neuralgia, 1>
<and, 1>
<his, 1>
<pupils, 1>
<had, 1>
<not, 1>
<done, 1>
<him, 1>
<the, 1>
<credit, 1>
<which, 1>
<he, 1>
<felt, 1>
<he, 1>
<deserved, 1>
<Therefore, 1>
<to, 1>
<use, 1>
<the, 1>
<expressive, 1>
<if, 1>
<not, 1>
<elegant, 1>
<language, 1>
<of, 1>
<a, 1>
<schoolgirl, 1>
<He, 1>
<was, 1>
<as, 1>
<nervous, 1>
<as, 1>
<a, 1>
<witch, 1>
<and, 1>
<as, 1>
<cross, 1>
<as, 1>
<a, 1>
<bear, 1>
<The, 1>
<word, 1>
<limes, 1>
<was, 1>
<like, 1>
<fire, 1>
<to, 1>
<powder, 1>
<his, 1>
<yellow, 1>
<face, 1>
<flushed, 1>
<and, 1>
<he, 1>
<rapped, 1>
<on, 1>
<his, 1>
<desk, 1>
<with, 1>
<an, 1>
<energy, 1>
<which, 1>
<made, 1>
<Jenny, 1>
<skip, 1>
<to, 1>
<her, 1>
<seat, 1>
<with, 1>
<unusual, 1>
<rapidity, 1>
<Young, 1>
<ladies, 1>
<attention, 1>
<if, 1>
<you, 1>
<please, 1>
<At, 1>
<the, 1>
<stern, 1>
<order, 1>
<the, 1>
<buzz, 1>
<ceased, 1>
<and, 1>
<fifty, 1>
<pairs, 1>
<of, 1>
<blue, 1>
<black, 1>
<gray, 1>
<and, 1>
<brown, 1>
<eyes, 1>
<were, 1>
<obediently, 1>
<fixed, 1>
<upon, 1>
<his, 1>
<awful, 1>
<countenance, 1>
<Miss, 1>
<March, 1>
<come, 1>
<to, 1>
<the, 1>
<desk, 1>
<Amy, 1>
<rose, 1>
<to, 1>
<comply, 1>
<with, 1>
<outward, 1>
<composure, 1>
<but, 1>
<a, 1>
<secret, 1>
<fear, 1>
<oppressed, 1>
<her, 1>
<for, 1>
<the, 1>
<limes, 1>
<weighed, 1>
<upon, 1>
<her, 1>
<conscience, 1>
<Bring, 1>
<with, 1>
<you, 1>
<the, 1>
<limes, 1>
<you, 1>
<have, 1>
<in, 1>
<your, 1>
<desk, 1>
<was, 1>
<the, 1>
<unexpected, 1>
<command, 1>
<which, 1>
<arrested, 1>
<her, 1>
<before, 1>
<she, 1>
<got, 1>
<out, 1>
<of, 1>
<her, 1>
<seat, 1>
<Don, 1>
<t, 1>
<take, 1>
<all, 1>
<whispered, 1>
<her, 1>
<neighbor, 1>
<a, 1>
<young, 1>
<lady, 1>
<of, 1>
<great, 1>
<presence, 1>
<of, 1>
<mind, 1>
<Amy, 1>
<hastily, 1>
<shook, 1>
<out, 1>
<half, 1>
<a, 1>
<dozen, 1>
<and, 1>
<laid, 1>
<the, 1>
<rest, 1>
<down, 1>
<before, 1>
<Mr, 1>
<Davis, 1>
<feeling, 1>
<that, 1>
<any, 1>
<man, 1>
<possessing, 1>
<a, 1>
<human, 1>
<heart, 1>
<would, 1>
<relent, 1>
<when, 1>
<that, 1>
<delicious, 1>
<perfume, 1>
<met, 1>
<his, 1>
<nose, 1>
<Unfortunately, 1>
<Mr, 1>
<Davis, 1>
<particularly, 1>
<detested, 1>
<the, 1>
<odor, 1>
<of, 1>
<the, 1>
<fashionable, 1>
<pickle, 1>
<and, 1>
<disgust, 1>
<added, 1>
<to, 1>
<his, 1>
<wrath, 1>
<Is, 1>
<that, 1>
<all, 1>
<Not, 1>
<quite, 1>
<stammered, 1>
<Amy, 1>
<Bring, 1>
<the, 1>
<rest, 1>
<immediately, 1>
<With, 1>
<a, 1>
<despairing, 1>
<glance, 1>
<at, 1>
<her, 1>
<set, 1>
<she, 1>
<obeyed, 1>
<You, 1>
<are, 1>
<sure, 1>
<there, 1>
<are, 1>
<no, 1>
<more, 1>
<I, 1>
<never, 1>
<lie, 1>
<sir, 1>
<So, 1>
<I, 1>
<see, 1>
<Now, 1>
<take, 1>
<these, 1>
<disgusting, 1>
<things, 1>
<two, 1>
<by, 1>
<two, 1>
<and, 1>
<throw, 1>
<them, 1>
<out, 1>
<of, 1>
<the, 1>
<window, 1>
<There, 1>
<was, 1>
<a, 1>
<simultaneous, 1>
<sigh, 1>
<which, 1>
<created, 1>
<quite, 1>
<a, 1>
<little, 1>
<gust, 1>
<as, 1>
<the, 1>
<last, 1>
<hope, 1>
<fled, 1>
<and, 1>
<the, 1>
<treat, 1>
<was, 1>
<ravished, 1>
<from, 1>
<their, 1>
<longing, 1>
<lips, 1>
<Scarlet, 1>
<with, 1>
<shame, 1>
<and, 1>
<anger, 1>
<Amy, 1>
<went, 1>
<to, 1>
<and, 1>
<fro, 1>
<six, 1>
<dreadful, 1>
<times, 1>
<and, 1>
<as, 1>
<each, 1>
<doomed, 1>
<couple, 1>
<looking, 1>
<oh, 1>
<so, 1>
<plump, 1>
<and, 1>
<juicy, 1>
<fell, 1>
<from, 1>
<her, 1>
<reluctant, 1>
<hands, 1>
<a, 1>
<shout, 1>
<from, 1>
<the, 1>
<street, 1>
<completed, 1>
<the, 1>
<anguish, 1>
<of, 1>
<the, 1>
<girls, 1>
<for, 1>
<it, 1>
<told, 1>
<them, 1>
<that, 1>
<their, 1>
<feast, 1>
<was, 1>
<being, 1>
<exulted, 1>
<over, 1>
<by, 1>
<the, 1>
<little, 1>
<Irish, 1>
<children, 1>
<who, 1>
<were, 1>
<their, 1>
<sworn, 1>
<foes, 1>
<This, 1>
<this, 1>
<was, 1>
<too, 1>
<much, 1>
<All, 1>
<flashed, 1>
<indignant, 1>
<or, 1>
<appealing, 1>
<glances, 1>
<at, 1>
<the, 1>
<inexorable, 1>
<Davis, 1>
<and, 1>
<one, 1>
<passionate, 1>
<lime, 1>
<lover, 1>
<burst, 1>
<into, 1>
<tears, 1>
<As, 1>
<Amy, 1>
<returned, 1>
<from, 1>
<her, 1>
<last, 1>
<trip, 1>
<Mr, 1>
<Davis, 1>
<gave, 1>
<a, 1>
<portentous, 1>
<Hem, 1>
<and, 1>
<said, 1>
<in, 1>
<his, 1>
<most, 1>
<impressive, 1>
<manner, 1>
<Young, 1>
<ladies, 1>
<you, 1>
<remember, 1>
<what, 1>
<I, 1>
<said, 1>
<to, 1>
<you, 1>
<a, 1>
<week, 1>
<ago, 1>
<I, 1>
<am, 1>
<sorry, 1>
<this, 1>
<has, 1>
<happened, 1>
<but, 1>
<I, 1>
<never, 1>
<allow, 1>
<my, 1>
<rules, 1>
<to, 1>
<be, 1>
<infringed, 1>
<and, 1>
<I, 1>
<never, 1>
<break, 1>
<my, 1>
<word, 1>
<Miss, 1>
<March, 1>
<hold, 1>
<out, 1>
<your, 1>
<hand, 1>
<Amy, 1>
<started, 1>
<and, 1>
<put, 1>
<both, 1>
<hands, 1>
<behind, 1>
<her, 1>
<turning, 1>
<on, 1>
<him, 1>
<an, 1>
<imploring, 1>
<look, 1>
<which, 1>
<pleaded, 1>
<for, 1>
<her, 1>
<better, 1>
<than, 1>
<the, 1>
<words, 1>
<she, 1>
<could, 1>
<not, 1>
<utter, 1>
<She, 1>
<was, 1>
<rather, 1>
<a, 1>
<favorite, 1>
<with, 1>
<old, 1>
<Davis, 1>
<as, 1>
<of, 1>
<course, 1>
<he, 1>
<was, 1>
<called, 1>
<and, 1>
<it, 1>
<s, 1>
<my, 1>
<private, 1>
<belief, 1>
<that, 1>
<he, 1>
<would, 1>
<have, 1>
<broken, 1>
<his, 1>
<word, 1>
<if, 1>
<the, 1>
<indignation, 1>
<of, 1>
<one, 1>
<irrepressible, 1>
<young, 1>
<lady, 1>
<had, 1>
<not, 1>
<found, 1>
<vent, 1>
<in, 1>
<a, 1>
<hiss, 1>
<That, 1>
<hiss, 1>
<faint, 1>
<as, 1>
<it, 1>
<was, 1>
<irritated, 1>
<the, 1>
<irascible, 1>
<gentleman, 1>
<and, 1>
<sealed, 1>
<the, 1>
<culprit, 1>
<s, 1>
<fate, 1>
<Your, 1>
<hand, 1>
<Miss, 1>
<March, 1>
<was, 1>
<the, 1>
<only, 1>
<answer, 1>
<her, 1>
<mute, 1>
<appeal, 1>
<received, 1>
<and, 1>
<too, 1>
<proud, 1>
<to, 1>
<cry, 1>
<or, 1>
<beseech, 1>
<Amy, 1>
<set, 1>
<her, 1>
<teeth, 1>
<threw, 1>
<back, 1>
<her, 1>
<head, 1>
<defiantly, 1>
<and, 1>
<bore, 1>
<without, 1>
<flinching, 1>
<several, 1>
<tingling, 1>
<blows, 1>
<on, 1>
<her, 1>
<little, 1>
<palm, 1>
<They, 1>
<were, 1>
<neither, 1>
<many, 1>
<nor, 1>
<heavy, 1>
<but, 1>
<that, 1>
<made, 1>
<no, 1>
<difference, 1>
<to, 1>
<her, 1>
<For, 1>
<the, 1>
<first, 1>
<time, 1>
<in, 1>
<her, 1>
<life, 1>
<she, 1>
<had, 1>
<been, 1>
<struck, 1>
<and, 1>
<the, 1>
<disgrace, 1>
<in, 1>
<her, 1>
<eyes, 1>
<was, 1>
<as, 1>
<deep, 1>
<as, 1>
<if, 1>
<he, 1>
<had, 1>
<knocked, 1>
<her, 1>
<down, 1>
<You, 1>
<will, 1>
<now, 1>
<stand, 1>
<on, 1>
<the, 1>
<platform, 1>
<till, 1>
<recess, 1>
<said, 1>
<Mr, 1>
<Davis, 1>
<resolved, 1>
<to, 1>
<do, 1>
<the, 1>
<thing, 1>
<thoroughly, 1>
<since, 1>
<he, 1>
<had, 1>
<begun, 1>
<That, 1>
<was, 1>
<dreadful, 1>
<It, 1>
<would, 1>
<have, 1>
<been, 1>
<bad, 1>
<enough, 1>
<to, 1>
<go, 1>
<to, 1>
<her, 1>
<seat, 1>
<and, 1>
<see, 1>
<the, 1>
<pitying, 1>
<faces, 1>
<of, 1>
<her, 1>
<friends, 1>
<or, 1>
<the, 1>
<satisfied, 1>
<ones, 1>
<of, 1>
<her, 1>
<few, 1>
<enemies, 1>
<but, 1>
<to, 1>
<face, 1>
<the, 1>
<whole, 1>
<school, 1>
<with, 1>
<that, 1>
<shame, 1>
<fresh, 1>
<upon, 1>
<her, 1>
<seemed, 1>
<impossible, 1>
<and, 1>
<for, 1>
<a, 1>
<second, 1>
<she, 1>
<felt, 1>
<as, 1>
<if, 1>
<she, 1>
<could, 1>
<only, 1>
<drop, 1>
<down, 1>
<where, 1>
<she, 1>
<stood, 1>
<and, 1>
<break, 1>
<her, 1>
<heart, 1>
<with, 1>
<crying, 1>
<A, 1>
<bitter, 1>
<sense, 1>
<of, 1>
<wrong, 1>
<and, 1>
<the, 1>
<thought, 1>
<of, 1>
<Jenny, 1>
<Snow, 1>
<helped, 1>
<her, 1>
<to, 1>
<bear, 1>
<it, 1>
<and, 1>
<taking, 1>
<the, 1>
<ignominious, 1>
<place, 1>
<she, 1>
<fixed, 1>
<her, 1>
<eyes, 1>
<on, 1>
<the, 1>
<stove, 1>
<funnel, 1>
<above, 1>
<what, 1>
<now, 1>
<seemed, 1>
<a, 1>
<sea, 1>
<of, 1>
<faces, 1>
<and, 1>
<stood, 1>
<there, 1>
<so, 1>
<motionless, 1>
<and, 1>
<white, 1>
<that, 1>
<the, 1>
<girls, 1>
<found, 1>
<it, 1>
<hard, 1>
<to, 1>
<study, 1>
<with, 1>
<that, 1>
<pathetic, 1>
<figure, 1>
<before, 1>
<them, 1>
<During, 1>
<the, 1>
<fifteen, 1>
<minutes, 1>
<that, 1>
<followed, 1>
<the, 1>
<proud, 1>
<and, 1>
<sensitive, 1>
<little, 1>
<girl, 1>
<suffered, 1>
<a, 1>
<shame, 1>
<and, 1>
<pain, 1>
<which, 1>
<she, 1>
<never, 1>
<forgot, 1>
<To, 1>
<others, 1>
<it, 1>
<might, 1>
<seem, 1>
<a, 1>
<ludicrous, 1>
<or, 1>
<trivial, 1>
<affair, 1>
<but, 1>
<to, 1>
<her, 1>
<it, 1>
<was, 1>
<a, 1>
<hard, 1>
<experience, 1>
<for, 1>
<during, 1>
<the, 1>
<twelve, 1>
<years, 1>
<of, 1>
<her, 1>
<life, 1>
<she, 1>
<had, 1>
<been, 1>
<governed, 1>
<by, 1>
<love, 1>
<alone, 1>
<and, 1>
<a, 1>
<blow, 1>
<of, 1>
<that, 1>
<sort, 1>
<had, 1>
<never, 1>
<touched, 1>
<her, 1>
<before, 1>
<The, 1>
<smart, 1>
<of, 1>
<her, 1>
<hand, 1>
<and, 1>
<the, 1>
<ache, 1>
<of, 1>
<her, 1>
<heart, 1>
<were, 1>
<forgotten, 1>
<in, 1>
<the, 1>
<sting, 1>
<of, 1>
<the, 1>
<thought, 1>
<I, 1>
<shall, 1>
<have, 1>
<to, 1>
<tell, 1>
<at, 1>
<home, 1>
<and, 1>
<they, 1>
<will, 1>
<be, 1>
<so, 1>
<disappointed, 1>
<in, 1>
<me, 1>
<The, 1>
<fifteen, 1>
<minutes, 1>
<seemed, 1>
<an, 1>
<hour, 1>
<but, 1>
<they, 1>
<came, 1>
<to, 1>
<an, 1>
<end, 1>
<at, 1>
<last, 1>
<and, 1>
<the, 1>
<word, 1>
<Recess, 1>
<had, 1>
<never, 1>
<seemed, 1>
<so, 1>
<welcome, 1>
<to, 1>
<her, 1>
<before, 1>
<You, 1>
<can, 1>
<go, 1>
<Miss, 1>
<March, 1>
<said, 1>
<Mr, 1>
<Davis, 1>
<looking, 1>
<as, 1>
<he, 1>
<felt, 1>
<uncomfortable, 1>
<He, 1>
<did, 1>
<not, 1>
<soon, 1>
<forget, 1>
<the, 1>
<reproachful, 1>
<glance, 1>
<Amy, 1>
<gave, 1>
<him, 1>
<as, 1>
<she, 1>
<went, 1>
<without, 1>
<a, 1>
<word, 1>
<to, 1>
<anyone, 1>
<straight, 1>
<into, 1>
<the, 1>
<anteroom, 1>
<snatched, 1>
<her, 1>
<things, 1>
<and, 1>
<left, 1>
<the, 1>
<place, 1>
<forever, 1>
<as, 1>
<she, 1>
<passionately, 1>
<declared, 1>
<to, 1>
<herself, 1>
<She, 1>
<was, 1>
<in, 1>
<a, 1>
<sad, 1>
<state, 1>
<when, 1>
<she, 1>
<got, 1>
<home, 1>
<and, 1>
<when, 1>
<the, 1>
<older, 1>
<girls, 1>
<arrived, 1>
<some, 1>
<time, 1>
<later, 1>
<an, 1>
<indignation, 1>
<meeting, 1>
<was, 1>
<held, 1>
<at, 1>
<once, 1>
<Mrs, 1>
<March, 1>
<did, 1>
<not, 1>
<say, 1>
<much, 1>
<but, 1>
<looked, 1>
<disturbed, 1>
<and, 1>
<comforted, 1>
<her, 1>
<afflicted, 1>
<little, 1>
<daughter, 1>
<in, 1>
<her, 1>
<tenderest, 1>
<manner, 1>
<Meg, 1>
<bathed, 1>
<the, 1>
<insulted, 1>
<hand, 1>
<with, 1>
<glycerine, 1>
<and, 1>
<tears, 1>
<Beth, 1>
<felt, 1>
<that, 1>
<even, 1>
<her, 1>
<beloved, 1>
<kittens, 1>
<would, 1>
<fail, 1>
<as, 1>
<a, 1>
<balm, 1>
<for, 1>
<griefs, 1>
<like, 1>
<this, 1>
<Jo, 1>
<wrathfully, 1>
<proposed, 1>
<that, 1>
<Mr, 1>
<Davis, 1>
<be, 1>
<arrested, 1>
<without, 1>
<delay, 1>
<and, 1>
<Hannah, 1>
<shook, 1>
<her, 1>
<fist, 1>
<at, 1>
<the, 1>
<villain, 1>
<and, 1>
<pounded, 1>
<potatoes, 1>
<for, 1>
<dinner, 1>
<as, 1>
<if, 1>
<she, 1>
<had, 1>
<him, 1>
<under, 1>
<her, 1>
<pestle, 1>
<No, 1>
<notice, 1>
<was, 1>
<taken, 1>
<of, 1>
<Amy, 1>
<s, 1>
<flight, 1>
<except, 1>
<by, 1>
<her, 1>
<mates, 1>
<but, 1>
<the, 1>
<sharp, 1>
<eyed, 1>
<demoiselles, 1>
<discovered, 1>
<that, 1>
<Mr, 1>
<Davis, 1>
<was, 1>
<quite, 1>
<benignant, 1>
<in, 1>
<the, 1>
<afternoon, 1>
<also, 1>
<unusually, 1>
<nervous, 1>
<Just, 1>
<before, 1>
<school, 1>
<closed, 1>
<Jo, 1>
