<e, 1>
<self, 1>
<pity, 1>
<loneliness, 1>
<or, 1>
<low, 1>
<spirits, 1>
<Or, 1>
<was, 1>
<it, 1>
<the, 1>
<waking, 1>
<up, 1>
<of, 1>
<a, 1>
<sentiment, 1>
<which, 1>
<had, 1>
<bided, 1>
<its, 1>
<time, 1>
<as, 1>
<patiently, 1>
<as, 1>
<its, 1>
<inspirer, 1>
<Who, 1>
<shall, 1>
<say, 1>
<CHAPTER, 1>
<FORTY, 1>
<THREE, 1>
<SURPRISES, 1>
<Jo, 1>
<was, 1>
<alone, 1>
<in, 1>
<the, 1>
<twilight, 1>
<lying, 1>
<on, 1>
<the, 1>
<old, 1>
<sofa, 1>
<looking, 1>
<at, 1>
<the, 1>
<fire, 1>
<and, 1>
<thinking, 1>
<It, 1>
<was, 1>
<her, 1>
<favorite, 1>
<way, 1>
<of, 1>
<spending, 1>
<the, 1>
<hour, 1>
<of, 1>
<dusk, 1>
<No, 1>
<one, 1>
<disturbed, 1>
<her, 1>
<and, 1>
<she, 1>
<used, 1>
<to, 1>
<lie, 1>
<there, 1>
<on, 1>
<Beth, 1>
<s, 1>
<little, 1>
<red, 1>
<pillow, 1>
<planning, 1>
<stories, 1>
<dreaming, 1>
<dreams, 1>
<or, 1>
<thinking, 1>
<tender, 1>
<thoughts, 1>
<of, 1>
<the, 1>
<sister, 1>
<who, 1>
<never, 1>
<seemed, 1>
<far, 1>
<away, 1>
<Her, 1>
<face, 1>
<looked, 1>
<tired, 1>
<grave, 1>
<and, 1>
<rather, 1>
<sad, 1>
<for, 1>
<tomorrow, 1>
<was, 1>
<her, 1>
<birthday, 1>
<and, 1>
<she, 1>
<was, 1>
<thinking, 1>
<how, 1>
<fast, 1>
<the, 1>
<years, 1>
<went, 1>
<by, 1>
<how, 1>
<old, 1>
<she, 1>
<was, 1>
<getting, 1>
<and, 1>
<how, 1>
<little, 1>
<she, 1>
<seemed, 1>
<to, 1>
<have, 1>
<accomplished, 1>
<Almost, 1>
<twenty, 1>
<five, 1>
<and, 1>
<nothing, 1>
<to, 1>
<show, 1>
<for, 1>
<it, 1>
<Jo, 1>
<was, 1>
<mistaken, 1>
<in, 1>
<that, 1>
<There, 1>
<was, 1>
<a, 1>
<good, 1>
<deal, 1>
<to, 1>
<show, 1>
<and, 1>
<by, 1>
<and, 1>
<by, 1>
<she, 1>
<saw, 1>
<and, 1>
<was, 1>
<grateful, 1>
<for, 1>
<it, 1>
<An, 1>
<old, 1>
<maid, 1>
<that, 1>
<s, 1>
<what, 1>
<I, 1>
<m, 1>
<to, 1>
<be, 1>
<A, 1>
<literary, 1>
<spinster, 1>
<with, 1>
<a, 1>
<pen, 1>
<for, 1>
<a, 1>
<spouse, 1>
<a, 1>
<family, 1>
<of, 1>
<stories, 1>
<for, 1>
<children, 1>
<and, 1>
<twenty, 1>
<years, 1>
<hence, 1>
<a, 1>
<morsel, 1>
<of, 1>
<fame, 1>
<perhaps, 1>
<when, 1>
<like, 1>
<poor, 1>
<Johnson, 1>
<I, 1>
<m, 1>
<old, 1>
<and, 1>
<can, 1>
<t, 1>
<enjoy, 1>
<it, 1>
<solitary, 1>
<and, 1>
<can, 1>
<t, 1>
<share, 1>
<it, 1>
<independent, 1>
<and, 1>
<don, 1>
<t, 1>
<need, 1>
<it, 1>
<Well, 1>
<I, 1>
<needn, 1>
<t, 1>
<be, 1>
<a, 1>
<sour, 1>
<saint, 1>
<nor, 1>
<a, 1>
<selfish, 1>
<sinner, 1>
<and, 1>
<I, 1>
<dare, 1>
<say, 1>
<old, 1>
<maids, 1>
<are, 1>
<very, 1>
<comfortable, 1>
<when, 1>
<they, 1>
<get, 1>
<used, 1>
<to, 1>
<it, 1>
<but, 1>
<and, 1>
<there, 1>
<Jo, 1>
<sighed, 1>
<as, 1>
<if, 1>
<the, 1>
<prospect, 1>
<was, 1>
<not, 1>
<inviting, 1>
<It, 1>
<seldom, 1>
<is, 1>
<at, 1>
<first, 1>
<and, 1>
<thirty, 1>
<seems, 1>
<the, 1>
<end, 1>
<of, 1>
<all, 1>
<things, 1>
<to, 1>
<five, 1>
<and, 1>
<twenty, 1>
<But, 1>
<it, 1>
<s, 1>
<not, 1>
<as, 1>
<bad, 1>
<as, 1>
<it, 1>
<looks, 1>
<and, 1>
<one, 1>
<can, 1>
<get, 1>
<on, 1>
<quite, 1>
<happily, 1>
<if, 1>
<one, 1>
<has, 1>
<something, 1>
<in, 1>
<one, 1>
<s, 1>
<self, 1>
<to, 1>
<fall, 1>
<back, 1>
<upon, 1>
<At, 1>
<twenty, 1>
<five, 1>
<girls, 1>
<begin, 1>
<to, 1>
<talk, 1>
<about, 1>
<being, 1>
<old, 1>
<maids, 1>
<but, 1>
<secretly, 1>
<resolve, 1>
<that, 1>
<they, 1>
<never, 1>
<will, 1>
<be, 1>
<At, 1>
<thirty, 1>
<they, 1>
<say, 1>
<nothing, 1>
<about, 1>
<it, 1>
<but, 1>
<quietly, 1>
<accept, 1>
<the, 1>
<fact, 1>
<and, 1>
<if, 1>
<sensible, 1>
<console, 1>
<themselves, 1>
<by, 1>
<remembering, 1>
<that, 1>
<they, 1>
<have, 1>
<twenty, 1>
<more, 1>
<useful, 1>
<happy, 1>
<years, 1>
<in, 1>
<which, 1>
<they, 1>
<may, 1>
<be, 1>
<learning, 1>
<to, 1>
<grow, 1>
<old, 1>
<gracefully, 1>
<Don, 1>
<t, 1>
<laugh, 1>
<at, 1>
<the, 1>
<spinsters, 1>
<dear, 1>
<girls, 1>
<for, 1>
<often, 1>
<very, 1>
<tender, 1>
<tragic, 1>
<romances, 1>
<are, 1>
<hidden, 1>
<away, 1>
<in, 1>
<the, 1>
<hearts, 1>
<that, 1>
<beat, 1>
<so, 1>
<quietly, 1>
<under, 1>
<the, 1>
<sober, 1>
<gowns, 1>
<and, 1>
<many, 1>
<silent, 1>
<sacrifices, 1>
<of, 1>
<youth, 1>
<health, 1>
<ambition, 1>
<love, 1>
<itself, 1>
<make, 1>
<the, 1>
<faded, 1>
<faces, 1>
<beautiful, 1>
<in, 1>
<God, 1>
<s, 1>
<sight, 1>
<Even, 1>
<the, 1>
<sad, 1>
<sour, 1>
<sisters, 1>
<should, 1>
<be, 1>
<kindly, 1>
<dealt, 1>
<with, 1>
<because, 1>
<they, 1>
<have, 1>
<missed, 1>
<the, 1>
<sweetest, 1>
<part, 1>
<of, 1>
<life, 1>
<if, 1>
<for, 1>
<no, 1>
<other, 1>
<reason, 1>
<And, 1>
<looking, 1>
<at, 1>
<them, 1>
<with, 1>
<compassion, 1>
<not, 1>
<contempt, 1>
<girls, 1>
<in, 1>
<their, 1>
<bloom, 1>
<should, 1>
<remember, 1>
<that, 1>
<they, 1>
<too, 1>
<may, 1>
<miss, 1>
<the, 1>
<blossom, 1>
<time, 1>
<That, 1>
<rosy, 1>
<cheeks, 1>
<don, 1>
<t, 1>
<last, 1>
<forever, 1>
<that, 1>
<silver, 1>
<threads, 1>
<will, 1>
<come, 1>
<in, 1>
<the, 1>
<bonnie, 1>
<brown, 1>
<hair, 1>
<and, 1>
<that, 1>
<by, 1>
<and, 1>
<by, 1>
<kindness, 1>
<and, 1>
<respect, 1>
<will, 1>
<be, 1>
<as, 1>
<sweet, 1>
<as, 1>
<love, 1>
<and, 1>
<admiration, 1>
<now, 1>
<Gentlemen, 1>
<which, 1>
<means, 1>
<boys, 1>
<be, 1>
<courteous, 1>
<to, 1>
<the, 1>
<old, 1>
<maids, 1>
<no, 1>
<matter, 1>
<how, 1>
<poor, 1>
<and, 1>
<plain, 1>
<and, 1>
<prim, 1>
<for, 1>
<the, 1>
<only, 1>
<chivalry, 1>
<worth, 1>
<having, 1>
<is, 1>
<that, 1>
<which, 1>
<is, 1>
<the, 1>
<readiest, 1>
<to, 1>
<pay, 1>
<deference, 1>
<to, 1>
<the, 1>
<old, 1>
<protect, 1>
<the, 1>
<feeble, 1>
<and, 1>
<serve, 1>
<womankind, 1>
<regardless, 1>
<of, 1>
<rank, 1>
<age, 1>
<or, 1>
<color, 1>
<Just, 1>
<recollect, 1>
<the, 1>
<good, 1>
<aunts, 1>
<who, 1>
<have, 1>
<not, 1>
<only, 1>
<lectured, 1>
<and, 1>
<fussed, 1>
<but, 1>
<nursed, 1>
<and, 1>
<petted, 1>
<too, 1>
<often, 1>
<without, 1>
<thanks, 1>
<the, 1>
<scrapes, 1>
<they, 1>
<have, 1>
<helped, 1>
<you, 1>
<out, 1>
<of, 1>
<the, 1>
<tips, 1>
<they, 1>
<have, 1>
<given, 1>
<you, 1>
<from, 1>
<their, 1>
<small, 1>
<store, 1>
<the, 1>
<stitches, 1>
<the, 1>
<patient, 1>
<old, 1>
<fingers, 1>
<have, 1>
<set, 1>
<for, 1>
<you, 1>
<the, 1>
<steps, 1>
<the, 1>
<willing, 1>
<old, 1>
<feet, 1>
<have, 1>
<taken, 1>
<and, 1>
<gratefully, 1>
<pay, 1>
<the, 1>
<dear, 1>
<old, 1>
<ladies, 1>
<the, 1>
<little, 1>
<attentions, 1>
<that, 1>
<women, 1>
<love, 1>
<to, 1>
<receive, 1>
<as, 1>
<long, 1>
<as, 1>
<they, 1>
<live, 1>
<The, 1>
<bright, 1>
<eyed, 1>
<girls, 1>
<are, 1>
<quick, 1>
<to, 1>
<see, 1>
<such, 1>
<traits, 1>
<and, 1>
<will, 1>
<like, 1>
<you, 1>
<all, 1>
<the, 1>
<better, 1>
<for, 1>
<them, 1>
<and, 1>
<if, 1>
<death, 1>
<almost, 1>
<the, 1>
<only, 1>
<power, 1>
<that, 1>
<can, 1>
<part, 1>
<mother, 1>
<and, 1>
<son, 1>
<should, 1>
<rob, 1>
<you, 1>
<of, 1>
<yours, 1>
<you, 1>
<will, 1>
<be, 1>
<sure, 1>
<to, 1>
<find, 1>
<a, 1>
<tender, 1>
<welcome, 1>
<and, 1>
<maternal, 1>
<cherishing, 1>
<from, 1>
<some, 1>
<Aunt, 1>
<Priscilla, 1>
<who, 1>
<has, 1>
<kept, 1>
<the, 1>
<warmest, 1>
<corner, 1>
<of, 1>
<her, 1>
<lonely, 1>
<old, 1>
<heart, 1>
<for, 1>
<the, 1>
<best, 1>
<nevvy, 1>
<in, 1>
<the, 1>
<world, 1>
<Jo, 1>
<must, 1>
<have, 1>
<fallen, 1>
<asleep, 1>
<as, 1>
<I, 1>
<dare, 1>
<say, 1>
<my, 1>
<reader, 1>
<has, 1>
<during, 1>
<this, 1>
<little, 1>
<homily, 1>
<for, 1>
<suddenly, 1>
<Laurie, 1>
<s, 1>
<ghost, 1>
<seemed, 1>
<to, 1>
<stand, 1>
<before, 1>
<her, 1>
<a, 1>
<substantial, 1>
<lifelike, 1>
<ghost, 1>
<leaning, 1>
<over, 1>
<her, 1>
<with, 1>
<the, 1>
<very, 1>
<look, 1>
<he, 1>
<used, 1>
<to, 1>
<wear, 1>
<when, 1>
<he, 1>
<felt, 1>
<a, 1>
<good, 1>
<deal, 1>
<and, 1>
<didn, 1>
<t, 1>
<like, 1>
<to, 1>
<show, 1>
<it, 1>
<But, 1>
<like, 1>
<Jenny, 1>
<in, 1>
<the, 1>
<ballad, 1>
<She, 1>
<could, 1>
<not, 1>
<think, 1>
<it, 1>
<he, 1>
<and, 1>
<lay, 1>
<staring, 1>
<up, 1>
<at, 1>
<him, 1>
<in, 1>
<startled, 1>
<silence, 1>
<till, 1>
<he, 1>
<stooped, 1>
<and, 1>
<kissed, 1>
<her, 1>
<Then, 1>
<she, 1>
<knew, 1>
<him, 1>
<and, 1>
<flew, 1>
<up, 1>
<crying, 1>
<joyfully, 1>
<Oh, 1>
<my, 1>
<Teddy, 1>
<Oh, 1>
<my, 1>
<Teddy, 1>
<Dear, 1>
<Jo, 1>
<you, 1>
<are, 1>
<glad, 1>
<to, 1>
<see, 1>
<me, 1>
<then, 1>
<Glad, 1>
<My, 1>
<blessed, 1>
<boy, 1>
<words, 1>
<can, 1>
<t, 1>
<express, 1>
<my, 1>
<gladness, 1>
<Where, 1>
<s, 1>
<Amy, 1>
<Your, 1>
<mother, 1>
<has, 1>
<got, 1>
<her, 1>
<down, 1>
<at, 1>
<Meg, 1>
<s, 1>
<We, 1>
<stopped, 1>
<there, 1>
<by, 1>
<the, 1>
<way, 1>
<and, 1>
<there, 1>
<was, 1>
<no, 1>
<getting, 1>
<my, 1>
<wife, 1>
<out, 1>
<of, 1>
<their, 1>
<clutches, 1>
<Your, 1>
<what, 1>
<cried, 1>
<Jo, 1>
<for, 1>
<Laurie, 1>
<uttered, 1>
<those, 1>
<two, 1>
<words, 1>
<with, 1>
<an, 1>
<unconscious, 1>
<pride, 1>
<and, 1>
<satisfaction, 1>
<which, 1>
<betrayed, 1>
<him, 1>
<Oh, 1>
<the, 1>
<dickens, 1>
<Now, 1>
<I, 1>
<ve, 1>
<done, 1>
<it, 1>
<and, 1>
<he, 1>
<looked, 1>
<so, 1>
<guilty, 1>
<that, 1>
<Jo, 1>
<was, 1>
<down, 1>
<on, 1>
<him, 1>
<like, 1>
<a, 1>
<flash, 1>
<You, 1>
<ve, 1>
<gone, 1>
<and, 1>
<got, 1>
<married, 1>
<Yes, 1>
<please, 1>
<but, 1>
<I, 1>
<never, 1>
<will, 1>
<again, 1>
<and, 1>
<he, 1>
<went, 1>
<down, 1>
<upon, 1>
<his, 1>
<knees, 1>
<with, 1>
<a, 1>
<penitent, 1>
<clasping, 1>
<of, 1>
<hands, 1>
<and, 1>
<a, 1>
<face, 1>
<full, 1>
<of, 1>
<mischief, 1>
<mirth, 1>
<and, 1>
<triumph, 1>
<Actually, 1>
<married, 1>
<Very, 1>
<much, 1>
<so, 1>
<thank, 1>
<you, 1>
<Mercy, 1>
<on, 1>
<us, 1>
<What, 1>
<dreadful, 1>
<thing, 1>
<will, 1>
<you, 1>
<do, 1>
<next, 1>
<and, 1>
<Jo, 1>
<fell, 1>
<into, 1>
<her, 1>
<seat, 1>
<with, 1>
<a, 1>
<gasp, 1>
<A, 1>
<characteristic, 1>
<but, 1>
<not, 1>
<exactly, 1>
<complimentary, 1>
<congratulation, 1>
<returned, 1>
<Laurie, 1>
<still, 1>
<in, 1>
<an, 1>
<abject, 1>
<attitude, 1>
<but, 1>
<beaming, 1>
<with, 1>
<satisfaction, 1>
<What, 1>
<can, 1>
<you, 1>
<expect, 1>
<when, 1>
<you, 1>
<take, 1>
<one, 1>
<s, 1>
<breath, 1>
<away, 1>
<creeping, 1>
<in, 1>
<like, 1>
<a, 1>
<burglar, 1>
<and, 1>
<letting, 1>
<cats, 1>
<out, 1>
<of, 1>
<bags, 1>
<like, 1>
<that, 1>
<Get, 1>
<up, 1>
<you, 1>
<ridiculous, 1>
<boy, 1>
<and, 1>
<tell, 1>
<me, 1>
<all, 1>
<about, 1>
<it, 1>
<Not, 1>
<a, 1>
<word, 1>
<unless, 1>
<you, 1>
<let, 1>
<me, 1>
<come, 1>
<in, 1>
<my, 1>
<old, 1>
<place, 1>
<and, 1>
<promise, 1>
<not, 1>
<to, 1>
<barricade, 1>
<Jo, 1>
<laughed, 1>
<at, 1>
<that, 1>
<as, 1>
<she, 1>
<had, 1>
<not, 1>
<done, 1>
<for, 1>
<many, 1>
<a, 1>
<long, 1>
<day, 1>
<and, 1>
<patted, 1>
<the, 1>
<sofa, 1>
<invitingly, 1>
<as, 1>
<she, 1>
<said, 1>
<in, 1>
<a, 1>
<cordial, 1>
<tone, 1>
<The, 1>
<old, 1>
<pillow, 1>
<is, 1>
<up, 1>
<garret, 1>
<and, 1>
<we, 1>
<don, 1>
<t, 1>
<need, 1>
<it, 1>
<now, 1>
<So, 1>
<come, 1>
<and, 1>
<fess, 1>
<Teddy, 1>
<How, 1>
<good, 1>
<it, 1>
<sounds, 1>
<to, 1>
<hear, 1>
<you, 1>
<say, 1>
<Teddy, 1>
<No, 1>
<one, 1>
<ever, 1>
<calls, 1>
<me, 1>
<that, 1>
<but, 1>
<you, 1>
<and, 1>
<Laurie, 1>
<sat, 1>
<down, 1>
<with, 1>
<an, 1>
<air, 1>
<of, 1>
<great, 1>
<content, 1>
<What, 1>
<does, 1>
<Amy, 1>
<call, 1>
<you, 1>
<My, 1>
<lord, 1>
<That, 1>
<s, 1>
<like, 1>
<her, 1>
<Well, 1>
<you, 1>
<look, 1>
<it, 1>
<and, 1>
<Jo, 1>
<s, 1>
<eye, 1>
<plainly, 1>
<betrayed, 1>
<that, 1>
<she, 1>
<found, 1>
<her, 1>
<boy, 1>
<comelier, 1>
<than, 1>
<ever, 1>
<The, 1>
<pillow, 1>
<was, 1>
<gone, 1>
<but, 1>
<there, 1>
<was, 1>
<a, 1>
<barricade, 1>
<nevertheless, 1>
<a, 1>
<natural, 1>
<one, 1>
<raised, 1>
<by, 1>
<time, 1>
<absence, 1>
<and, 1>
<change, 1>
<of, 1>
<heart, 1>
<Both, 1>
<felt, 1>
<it, 1>
<and, 1>
<for, 1>
<a, 1>
<minute, 1>
<looked, 1>
<at, 1>
<one, 1>
<another, 1>
<as, 1>
<if, 1>
<that, 1>
<invisible, 1>
<barrier, 1>
<cast, 1>
<a, 1>
<little, 1>
<shadow, 1>
<over, 1>
<them, 1>
<It, 1>
<was, 1>
<gone, 1>
<directly, 1>
<however, 1>
<for, 1>
<Laurie, 1>
<said, 1>
<with, 1>
<a, 1>
<vain, 1>
<attempt, 1>
<at, 1>
<dignity, 1>
<Don, 1>
<t, 1>
<I, 1>
<look, 1>
<like, 1>
<a, 1>
<married, 1>
<man, 1>
<and, 1>
<the, 1>
<head, 1>
<of, 1>
<a, 1>
<family, 1>
<Not, 1>
<a, 1>
<bit, 1>
<and, 1>
<you, 1>
<never, 1>
<will, 1>
<You, 1>
<ve, 1>
<grown, 1>
<bigger, 1>
<and, 1>
<bonnier, 1>
<but, 1>
<you, 1>
<are, 1>
<the, 1>
<same, 1>
<scapegrace, 1>
<as, 1>
<ever, 1>
<Now, 1>
<really, 1>
<Jo, 1>
<you, 1>
<ought, 1>
<to, 1>
<treat, 1>
<me, 1>
<with, 1>
<more, 1>
<respect, 1>
<began, 1>
<Laurie, 1>
<who, 1>
<enjoyed, 1>
<it, 1>
<all, 1>
<immensely, 1>
<How, 1>
<can, 1>
<I, 1>
<when, 1>
<the, 1>
<mere, 1>
<idea, 1>
<of, 1>
<you, 1>
<married, 1>
<and, 1>
<settled, 1>
<is, 1>
<so, 1>
<irresistibly, 1>
<funny, 1>
<that, 1>
<I, 1>
<can, 1>
<t, 1>
<keep, 1>
<sober, 1>
<answered, 1>
<Jo, 1>
<smiling, 1>
<all, 1>
<over, 1>
<her, 1>
<face, 1>
<so, 1>
<infectiously, 1>
<that, 1>
<they, 1>
<had, 1>
<another, 1>
<laugh, 1>
<and, 1>
<then, 1>
<settled, 1>
<down, 1>
<for, 1>
<a, 1>
<good, 1>
<talk, 1>
<quite, 1>
<in, 1>
<the, 1>
<pleasant, 1>
<old, 1>
<fashion, 1>
<It, 1>
<s, 1>
<no, 1>
<use, 1>
<your, 1>
<going, 1>
<out, 1>
<in, 1>
<the, 1>
<cold, 1>
<to, 1>
<get, 1>
<Amy, 1>
<for, 1>
<they, 1>
<are, 1>
<all, 1>
<coming, 1>
<up, 1>
<presently, 1>
<I, 1>
<couldn, 1>
<t, 1>
<wait, 1>
<I, 1>
<wanted, 1>
<to, 1>
<be, 1>
<the, 1>
<one, 1>
<to, 1>
<tell, 1>
<you, 1>
<the, 1>
<grand, 1>
<surprise, 1>
<and, 1>
<have, 1>
<first, 1>
<skim, 1>
<as, 1>
<we, 1>
<used, 1>
<to, 1>
<say, 1>
<when, 1>
<we, 1>
<squabbled, 1>
<about, 1>
<the, 1>
<cream, 1>
<Of, 1>
<course, 1>
<you, 1>
<did, 1>
<and, 1>
<spoiled, 1>
<your, 1>
<story, 1>
<by, 1>
<beginning, 1>
<at, 1>
<the, 1>
<wrong, 1>
<end, 1>
<Now, 1>
<start, 1>
<right, 1>
<and, 1>
<tell, 1>
<me, 1>
<how, 1>
<it, 1>
<all, 1>
<happened, 1>
<I, 1>
<m, 1>
<pining, 1>
<to, 1>
<know, 1>
<Well, 1>
<I, 1>
<did, 1>
<it, 1>
<to, 1>
<please, 1>
<Amy, 1>
<began, 1>
<Laurie, 1>
<with, 1>
<a, 1>
<twinkle, 1>
<that, 1>
<made, 1>
<Jo, 1>
<exclaim, 1>
<Fib, 1>
<number, 1>
<one, 1>
<Amy, 1>
<did, 1>
<it, 1>
<to, 1>
<please, 1>
<you, 1>
<Go, 1>
<on, 1>
<and, 1>
<tell, 1>
<the, 1>
<truth, 1>
<if, 1>
<you, 1>
<can, 1>
<sir, 1>
<Now, 1>
<she, 1>
<s, 1>
<beginning, 1>
<to, 1>
<marm, 1>
<it, 1>
<Isn, 1>
<t, 1>
<it, 1>
<jolly, 1>
<to, 1>
<hear, 1>
<her, 1>
<said, 1>
<Laurie, 1>
<to, 1>
<the, 1>
<fire, 1>
<and, 1>
<the, 1>
<fire, 1>
<glowed, 1>
<and, 1>
<sparkled, 1>
<as, 1>
<if, 1>
<it, 1>
<quite, 1>
<agreed, 1>
<It, 1>
<s, 1>
<all, 1>
<the, 1>
<same, 1>
<you, 1>
<know, 1>
<she, 1>
<and, 1>
<I, 1>
<being, 1>
<one, 1>
<We, 1>
<planned, 1>
<to, 1>
<come, 1>
<home, 1>
<with, 1>
<the, 1>
<Carrols, 1>
<a, 1>
<month, 1>
<or, 1>
<more, 1>
<ago, 1>
<but, 1>
<they, 1>
<suddenly, 1>
<changed, 1>
<their, 1>
<minds, 1>
<and, 1>
<decided, 1>
<to, 1>
<pass, 1>
<another, 1>
<winter, 1>
<in, 1>
<Paris, 1>
<But, 1>
<Grandpa, 1>
<wanted, 1>
<to, 1>
<come, 1>
<home, 1>
<He, 1>
<went, 1>
<to, 1>
<please, 1>
<me, 1>
<and, 1>
<I, 1>
<couldn, 1>
<t, 1>
<let, 1>
<him, 1>
<go, 1>
<alone, 1>
<neither, 1>
<could, 1>
<I, 1>
<leave, 1>
<Amy, 1>
<and, 1>
<Mrs, 1>
<Carrol, 1>
<had, 1>
<got, 1>
<English, 1>
<notions, 1>
<about, 1>
<chaperons, 1>
<and, 1>
<such, 1>
<nonsense, 1>
<and, 1>
<wouldn, 1>
<t, 1>
<let, 1>
<Amy, 1>
<come, 1>
<with, 1>
<us, 1>
<So, 1>
<I, 1>
<just, 1>
<settled, 1>
<the, 1>
<difficulty, 1>
<by, 1>
<saying, 1>
<Let, 1>
<s, 1>
<be, 1>
<married, 1>
<and, 1>
<then, 1>
<we, 1>
<can, 1>
<do, 1>
<as, 1>
<we, 1>
<like, 1>
<Of, 1>
<course, 1>
<you, 1>
<did, 1>
<You, 1>
<always, 1>
<have, 1>
<things, 1>
<to, 1>
<suit, 1>
<you, 1>
<Not, 1>
<always, 1>
<and, 1>
<something, 1>
<in, 1>
<Laurie, 1>
<s, 1>
<voice, 1>
<made, 1>
<Jo, 1>
<say, 1>
<hastily, 1>
<How, 1>
<did, 1>
<you, 1>
<ever, 1>
<get, 1>
<Aunt, 1>
<to, 1>
<agree, 1>
<It, 1>
<was, 1>
<hard, 1>
<work, 1>
<but, 1>
<between, 1>
<us, 1>
<we, 1>
<talked, 1>
<her, 1>
<over, 1>
<for, 1>
<we, 1>
<had, 1>
<heaps, 1>
<of, 1>
<good, 1>
<reasons, 1>
<on, 1>
<our, 1>
<side, 1>
<There, 1>
<wasn, 1>
<t, 1>
<time, 1>
<to, 1>
<write, 1>
<and, 1>
<ask, 1>
<leave, 1>
<but, 1>
<you, 1>
<all, 1>
<liked, 1>
<it, 1>
<had, 1>
<consented, 1>
<to, 1>
<it, 1>
<by, 1>
<and, 1>
<by, 1>
<and, 1>
<it, 1>
<was, 1>
<only, 1>
<taking, 1>
<time, 1>
<by, 1>
<the, 1>
<fetlock, 1>
<as, 1>
<my, 1>
<wife, 1>
<says, 1>
<Aren, 1>
<t, 1>
<we, 1>
<proud, 1>
<of, 1>
<those, 1>
<two, 1>
<words, 1>
<and, 1>
<don, 1>
<t, 1>
<we, 1>
<like, 1>
<to, 1>
<say, 1>
<them, 1>
<interrupted, 1>
<Jo, 1>
<addressing, 1>
<the, 1>
<fire, 1>
<in, 1>
<her, 1>
<turn, 1>
<and, 1>
<watching, 1>
<with, 1>
<delight, 1>
<the, 1>
<happy, 1>
<light, 1>
<it, 1>
<seemed, 1>
<to, 1>
<kindle, 1>
<in, 1>
<the, 1>
<eyes, 1>
<that, 1>
<had, 1>
<been, 1>
<so, 1>
<tragically, 1>
<gloomy, 1>
<when, 1>
<she, 1>
<saw, 1>
<them, 1>
<last, 1>
<A, 1>
<trifle, 1>
<perhaps, 1>
<she, 1>
<s, 1>
<such, 1>
<a, 1>
<captivating, 1>
<little, 1>
<woman, 1>
<I, 1>
<can, 1>
<t, 1>
<help, 1>
<being, 1>
<proud, 1>
<of, 1>
<her, 1>
<Well, 1>
<then, 1>
<Uncle, 1>
<and, 1>
<Aunt, 1>
<were, 1>
<there, 1>
<to, 1>
<play, 1>
<propriety, 1>
<We, 1>
<were, 1>
<so, 1>
<absorbed, 1>
<in, 1>
<one, 1>
<another, 1>
<we, 1>
<were, 1>
<of, 1>
<no, 1>
<mortal, 1>
<use, 1>
<apart, 1>
<and, 1>
<that, 1>
<charming, 1>
<arrangement, 1>
<would, 1>
<make, 1>
<everything, 1>
<easy, 1>
<all, 1>
<round, 1>
<so, 1>
<we, 1>
<did, 1>
<it, 1>
<When, 1>
<where, 1>
<how, 1>
<asked, 1>
<Jo, 1>
<in, 1>
<a, 1>
<fever, 1>
<of, 1>
<feminine, 1>
<interest, 1>
<and, 1>
<curiosity, 1>
<for, 1>
<she, 1>
<could, 1>
<not, 1>
<realize, 1>
<it, 1>
<a, 1>
<particle, 1>
<Six, 1>
<weeks, 1>
<ago, 1>
<at, 1>
<the, 1>
<American, 1>
<consul, 1>
<s, 1>
<in, 1>
<Paris, 1>
<a, 1>
<very, 1>
<quiet, 1>
<wedding, 1>
<of, 1>
<course, 1>
<for, 1>
<even, 1>
<in, 1>
<our, 1>
<happiness, 1>
<we, 1>
<didn, 1>
<t, 1>
<forget, 1>
<dear, 1>
<little, 1>
<Beth, 1>
<Jo, 1>
<put, 1>
<her, 1>
<hand, 1>
<in, 1>
<his, 1>
<as, 1>
<he, 1>
<said, 1>
<that, 1>
<and, 1>
<Laurie, 1>
<gently, 1>
<smoothed, 1>
<the, 1>
<little, 1>
<red, 1>
<pillow, 1>
<which, 1>
<he, 1>
<remembered, 1>
<well, 1>
<Why, 1>
<didn, 1>
<t, 1>
<you, 1>
<let, 1>
<us, 1>
<know, 1>
<afterward, 1>
<asked, 1>
<Jo, 1>
<in, 1>
<a, 1>
<quieter, 1>
<tone, 1>
<when, 1>
<they, 1>
<had, 1>
<sat, 1>
<quite, 1>
<still, 1>
<a, 1>
<minute, 1>
<We, 1>
<wanted, 1>
<to, 1>
<surprise, 1>
<you, 1>
<We, 1>
<thought, 1>
<we, 1>
<were, 1>
<coming, 1>
<directly, 1>
<home, 1>
<at, 1>
<first, 1>
<but, 1>
<the, 1>
<dear, 1>
<old, 1>
<gentleman, 1>
<as, 1>
<soon, 1>
<as, 1>
<we, 1>
<were, 1>
<married, 1>
<found, 1>
<he, 1>
<couldn, 1>
<t, 1>
<be, 1>
<ready, 1>
<under, 1>
<a, 1>
<month, 1>
<at, 1>
<least, 1>
<and, 1>
<sent, 1>
<us, 1>
<off, 1>
<to, 1>
<spend, 1>
<our, 1>
<honeymoon, 1>
<wherever, 1>
<we, 1>
<liked, 1>
<Amy, 1>
<had, 1>
<once, 1>
<called, 1>
<Valrosa, 1>
<a, 1>
<regular, 1>
<honeymoon, 1>
<home, 1>
<so, 1>
<we, 1>
<went, 1>
<there, 1>
<and, 1>
<were, 1>
