<The, 1>
<I, 1>
<m, 1>
<truly, 1>
<trying, 1>
<not, 1>
<to, 1>
<be, 1>
<selfish, 1>
<any, 1>
<more, 1>
<As, 1>
<she, 1>
<spoke, 1>
<Amy, 1>
<showed, 1>
<the, 1>
<handsome, 1>
<flask, 1>
<which, 1>
<replaced, 1>
<the, 1>
<cheap, 1>
<one, 1>
<and, 1>
<looked, 1>
<so, 1>
<earnest, 1>
<and, 1>
<humble, 1>
<in, 1>
<her, 1>
<little, 1>
<effort, 1>
<to, 1>
<forget, 1>
<herself, 1>
<that, 1>
<Meg, 1>
<hugged, 1>
<her, 1>
<on, 1>
<the, 1>
<spot, 1>
<and, 1>
<Jo, 1>
<pronounced, 1>
<her, 1>
<a, 1>
<trump, 1>
<while, 1>
<Beth, 1>
<ran, 1>
<to, 1>
<the, 1>
<window, 1>
<and, 1>
<picked, 1>
<her, 1>
<finest, 1>
<rose, 1>
<to, 1>
<ornament, 1>
<the, 1>
<stately, 1>
<bottle, 1>
<You, 1>
<see, 1>
<I, 1>
<felt, 1>
<ashamed, 1>
<of, 1>
<my, 1>
<present, 1>
<after, 1>
<reading, 1>
<and, 1>
<talking, 1>
<about, 1>
<being, 1>
<good, 1>
<this, 1>
<morning, 1>
<so, 1>
<I, 1>
<ran, 1>
<round, 1>
<the, 1>
<corner, 1>
<and, 1>
<changed, 1>
<it, 1>
<the, 1>
<minute, 1>
<I, 1>
<was, 1>
<up, 1>
<and, 1>
<I, 1>
<m, 1>
<so, 1>
<glad, 1>
<for, 1>
<mine, 1>
<is, 1>
<the, 1>
<handsomest, 1>
<now, 1>
<Another, 1>
<bang, 1>
<of, 1>
<the, 1>
<street, 1>
<door, 1>
<sent, 1>
<the, 1>
<basket, 1>
<under, 1>
<the, 1>
<sofa, 1>
<and, 1>
<the, 1>
<girls, 1>
<to, 1>
<the, 1>
<table, 1>
<eager, 1>
<for, 1>
<breakfast, 1>
<Merry, 1>
<Christmas, 1>
<Marmee, 1>
<Many, 1>
<of, 1>
<them, 1>
<Thank, 1>
<you, 1>
<for, 1>
<our, 1>
<books, 1>
<We, 1>
<read, 1>
<some, 1>
<and, 1>
<mean, 1>
<to, 1>
<every, 1>
<day, 1>
<they, 1>
<all, 1>
<cried, 1>
<in, 1>
<chorus, 1>
<Merry, 1>
<Christmas, 1>
<little, 1>
<daughters, 1>
<I, 1>
<m, 1>
<glad, 1>
<you, 1>
<began, 1>
<at, 1>
<once, 1>
<and, 1>
<hope, 1>
<you, 1>
<will, 1>
<keep, 1>
<on, 1>
<But, 1>
<I, 1>
<want, 1>
<to, 1>
<say, 1>
<one, 1>
<word, 1>
<before, 1>
<we, 1>
<sit, 1>
<down, 1>
<Not, 1>
<far, 1>
<away, 1>
<from, 1>
<here, 1>
<lies, 1>
<a, 1>
<poor, 1>
<woman, 1>
<with, 1>
<a, 1>
<little, 1>
<newborn, 1>
<baby, 1>
<Six, 1>
<children, 1>
<are, 1>
<huddled, 1>
<into, 1>
<one, 1>
<bed, 1>
<to, 1>
<keep, 1>
<from, 1>
<freezing, 1>
<for, 1>
<they, 1>
<have, 1>
<no, 1>
<fire, 1>
<There, 1>
<is, 1>
<nothing, 1>
<to, 1>
<eat, 1>
<over, 1>
<there, 1>
<and, 1>
<the, 1>
<oldest, 1>
<boy, 1>
<came, 1>
<to, 1>
<tell, 1>
<me, 1>
<they, 1>
<were, 1>
<suffering, 1>
<hunger, 1>
<and, 1>
<cold, 1>
<My, 1>
<girls, 1>
<will, 1>
<you, 1>
<give, 1>
<them, 1>
<your, 1>
<breakfast, 1>
<as, 1>
<a, 1>
<Christmas, 1>
<present, 1>
<They, 1>
<were, 1>
<all, 1>
<unusually, 1>
<hungry, 1>
<having, 1>
<waited, 1>
<nearly, 1>
<an, 1>
<hour, 1>
<and, 1>
<for, 1>
<a, 1>
<minute, 1>
<no, 1>
<one, 1>
<spoke, 1>
<only, 1>
<a, 1>
<minute, 1>
<for, 1>
<Jo, 1>
<exclaimed, 1>
<impetuously, 1>
<I, 1>
<m, 1>
<so, 1>
<glad, 1>
<you, 1>
<came, 1>
<before, 1>
<we, 1>
<began, 1>
<May, 1>
<I, 1>
<go, 1>
<and, 1>
<help, 1>
<carry, 1>
<the, 1>
<things, 1>
<to, 1>
<the, 1>
<poor, 1>
<little, 1>
<children, 1>
<asked, 1>
<Beth, 1>
<eagerly, 1>
<I, 1>
<shall, 1>
<take, 1>
<the, 1>
<cream, 1>
<and, 1>
<the, 1>
<muffings, 1>
<added, 1>
<Amy, 1>
<heroically, 1>
<giving, 1>
<up, 1>
<the, 1>
<article, 1>
<she, 1>
<most, 1>
<liked, 1>
<Meg, 1>
<was, 1>
<already, 1>
<covering, 1>
<the, 1>
<buckwheats, 1>
<and, 1>
<piling, 1>
<the, 1>
<bread, 1>
<into, 1>
<one, 1>
<big, 1>
<plate, 1>
<I, 1>
<thought, 1>
<you, 1>
<d, 1>
<do, 1>
<it, 1>
<said, 1>
<Mrs, 1>
<March, 1>
<smiling, 1>
<as, 1>
<if, 1>
<satisfied, 1>
<You, 1>
<shall, 1>
<all, 1>
<go, 1>
<and, 1>
<help, 1>
<me, 1>
<and, 1>
<when, 1>
<we, 1>
<come, 1>
<back, 1>
<we, 1>
<will, 1>
<have, 1>
<bread, 1>
<and, 1>
<milk, 1>
<for, 1>
<breakfast, 1>
<and, 1>
<make, 1>
<it, 1>
<up, 1>
<at, 1>
<dinnertime, 1>
<They, 1>
<were, 1>
<soon, 1>
<ready, 1>
<and, 1>
<the, 1>
<procession, 1>
<set, 1>
<out, 1>
<Fortunately, 1>
<it, 1>
<was, 1>
<early, 1>
<and, 1>
<they, 1>
<went, 1>
<through, 1>
<back, 1>
<streets, 1>
<so, 1>
<few, 1>
<people, 1>
<saw, 1>
<them, 1>
<and, 1>
<no, 1>
<one, 1>
<laughed, 1>
<at, 1>
<the, 1>
<queer, 1>
<party, 1>
<A, 1>
<poor, 1>
<bare, 1>
<miserable, 1>
<room, 1>
<it, 1>
<was, 1>
<with, 1>
<broken, 1>
<windows, 1>
<no, 1>
<fire, 1>
<ragged, 1>
<bedclothes, 1>
<a, 1>
<sick, 1>
<mother, 1>
<wailing, 1>
<baby, 1>
<and, 1>
<a, 1>
<group, 1>
<of, 1>
<pale, 1>
<hungry, 1>
<children, 1>
<cuddled, 1>
<under, 1>
<one, 1>
<old, 1>
<quilt, 1>
<trying, 1>
<to, 1>
<keep, 1>
<warm, 1>
<How, 1>
<the, 1>
<big, 1>
<eyes, 1>
<stared, 1>
<and, 1>
<the, 1>
<blue, 1>
<lips, 1>
<smiled, 1>
<as, 1>
<the, 1>
<girls, 1>
<went, 1>
<in, 1>
<Ach, 1>
<mein, 1>
<Gott, 1>
<It, 1>
<is, 1>
<good, 1>
<angels, 1>
<come, 1>
<to, 1>
<us, 1>
<said, 1>
<the, 1>
<poor, 1>
<woman, 1>
<crying, 1>
<for, 1>
<joy, 1>
<Funny, 1>
<angels, 1>
<in, 1>
<hoods, 1>
<and, 1>
<mittens, 1>
<said, 1>
<Jo, 1>
<and, 1>
<set, 1>
<them, 1>
<to, 1>
<laughing, 1>
<In, 1>
<a, 1>
<few, 1>
<minutes, 1>
<it, 1>
<really, 1>
<did, 1>
<seem, 1>
<as, 1>
<if, 1>
<kind, 1>
<spirits, 1>
<had, 1>
<been, 1>
<at, 1>
<work, 1>
<there, 1>
<Hannah, 1>
<who, 1>
<had, 1>
<carried, 1>
<wood, 1>
<made, 1>
<a, 1>
<fire, 1>
<and, 1>
<stopped, 1>
<up, 1>
<the, 1>
<broken, 1>
<panes, 1>
<with, 1>
<old, 1>
<hats, 1>
<and, 1>
<her, 1>
<own, 1>
<cloak, 1>
<Mrs, 1>
<March, 1>
<gave, 1>
<the, 1>
<mother, 1>
<tea, 1>
<and, 1>
<gruel, 1>
<and, 1>
<comforted, 1>
<her, 1>
<with, 1>
<promises, 1>
<of, 1>
<help, 1>
<while, 1>
<she, 1>
<dressed, 1>
<the, 1>
<little, 1>
<baby, 1>
<as, 1>
<tenderly, 1>
<as, 1>
<if, 1>
<it, 1>
<had, 1>
<been, 1>
<her, 1>
<own, 1>
<The, 1>
<girls, 1>
<meantime, 1>
<spread, 1>
<the, 1>
<table, 1>
<set, 1>
<the, 1>
<children, 1>
<round, 1>
<the, 1>
<fire, 1>
<and, 1>
<fed, 1>
<them, 1>
<like, 1>
<so, 1>
<many, 1>
<hungry, 1>
<birds, 1>
<laughing, 1>
<talking, 1>
<and, 1>
<trying, 1>
<to, 1>
<understand, 1>
<the, 1>
<funny, 1>
<broken, 1>
<English, 1>
<Das, 1>
<ist, 1>
<gut, 1>
<Die, 1>
<Engel, 1>
<kinder, 1>
<cried, 1>
<the, 1>
<poor, 1>
<things, 1>
<as, 1>
<they, 1>
<ate, 1>
<and, 1>
<warmed, 1>
<their, 1>
<purple, 1>
<hands, 1>
<at, 1>
<the, 1>
<comfortable, 1>
<blaze, 1>
<The, 1>
<girls, 1>
<had, 1>
<never, 1>
<been, 1>
<called, 1>
<angel, 1>
<children, 1>
<before, 1>
<and, 1>
<thought, 1>
<it, 1>
<very, 1>
<agreeable, 1>
<especially, 1>
<Jo, 1>
<who, 1>
<had, 1>
<been, 1>
<considered, 1>
<a, 1>
<Sancho, 1>
<ever, 1>
<since, 1>
<she, 1>
<was, 1>
<born, 1>
<That, 1>
<was, 1>
<a, 1>
<very, 1>
<happy, 1>
<breakfast, 1>
<though, 1>
<they, 1>
<didn, 1>
<t, 1>
<get, 1>
<any, 1>
<of, 1>
<it, 1>
<And, 1>
<when, 1>
<they, 1>
<went, 1>
<away, 1>
<leaving, 1>
<comfort, 1>
<behind, 1>
<I, 1>
<think, 1>
<there, 1>
<were, 1>
<not, 1>
<in, 1>
<all, 1>
<the, 1>
<city, 1>
<four, 1>
<merrier, 1>
<people, 1>
<than, 1>
<the, 1>
<hungry, 1>
<little, 1>
<girls, 1>
<who, 1>
<gave, 1>
<away, 1>
<their, 1>
<breakfasts, 1>
<and, 1>
<contented, 1>
<themselves, 1>
<with, 1>
<bread, 1>
<and, 1>
<milk, 1>
<on, 1>
<Christmas, 1>
<morning, 1>
<That, 1>
<s, 1>
<loving, 1>
<our, 1>
<neighbor, 1>
<better, 1>
<than, 1>
<ourselves, 1>
<and, 1>
<I, 1>
<like, 1>
<it, 1>
<said, 1>
<Meg, 1>
<as, 1>
<they, 1>
<set, 1>
<out, 1>
<their, 1>
<presents, 1>
<while, 1>
<their, 1>
<mother, 1>
<was, 1>
<upstairs, 1>
<collecting, 1>
<clothes, 1>
<for, 1>
<the, 1>
<poor, 1>
<Hummels, 1>
<Not, 1>
<a, 1>
<very, 1>
<splendid, 1>
<show, 1>
<but, 1>
<there, 1>
<was, 1>
<a, 1>
<great, 1>
<deal, 1>
<of, 1>
<love, 1>
<done, 1>
<up, 1>
<in, 1>
<the, 1>
<few, 1>
<little, 1>
<bundles, 1>
<and, 1>
<the, 1>
<tall, 1>
<vase, 1>
<of, 1>
<red, 1>
<roses, 1>
<white, 1>
<chrysanthemums, 1>
<and, 1>
<trailing, 1>
<vines, 1>
<which, 1>
<stood, 1>
<in, 1>
<the, 1>
<middle, 1>
<gave, 1>
<quite, 1>
<an, 1>
<elegant, 1>
<air, 1>
<to, 1>
<the, 1>
<table, 1>
<She, 1>
<s, 1>
<coming, 1>
<Strike, 1>
<up, 1>
<Beth, 1>
<Open, 1>
<the, 1>
<door, 1>
<Amy, 1>
<Three, 1>
<cheers, 1>
<for, 1>
<Marmee, 1>
<cried, 1>
<Jo, 1>
<prancing, 1>
<about, 1>
<while, 1>
<Meg, 1>
<went, 1>
<to, 1>
<conduct, 1>
<Mother, 1>
<to, 1>
<the, 1>
<seat, 1>
<of, 1>
<honor, 1>
<Beth, 1>
<played, 1>
<her, 1>
<gayest, 1>
<march, 1>
<Amy, 1>
<threw, 1>
<open, 1>
<the, 1>
<door, 1>
<and, 1>
<Meg, 1>
<enacted, 1>
<escort, 1>
<with, 1>
<great, 1>
<dignity, 1>
<Mrs, 1>
<March, 1>
<was, 1>
<both, 1>
<surprised, 1>
<and, 1>
<touched, 1>
<and, 1>
<smiled, 1>
<with, 1>
<her, 1>
<eyes, 1>
<full, 1>
<as, 1>
<she, 1>
<examined, 1>
<her, 1>
<presents, 1>
<and, 1>
<read, 1>
<the, 1>
<little, 1>
<notes, 1>
<which, 1>
<accompanied, 1>
<them, 1>
<The, 1>
<slippers, 1>
<went, 1>
<on, 1>
<at, 1>
<once, 1>
<a, 1>
<new, 1>
<handkerchief, 1>
<was, 1>
<slipped, 1>
<into, 1>
<her, 1>
<pocket, 1>
<well, 1>
<scented, 1>
<with, 1>
<Amy, 1>
<s, 1>
<cologne, 1>
<the, 1>
<rose, 1>
<was, 1>
<fastened, 1>
<in, 1>
<her, 1>
<bosom, 1>
<and, 1>
<the, 1>
<nice, 1>
<gloves, 1>
<were, 1>
<pronounced, 1>
<a, 1>
<perfect, 1>
<fit, 1>
<There, 1>
<was, 1>
<a, 1>
<good, 1>
<deal, 1>
<of, 1>
<laughing, 1>
<and, 1>
<kissing, 1>
<and, 1>
<explaining, 1>
<in, 1>
<the, 1>
<simple, 1>
<loving, 1>
<fashion, 1>
<which, 1>
<makes, 1>
<these, 1>
<home, 1>
<festivals, 1>
<so, 1>
<pleasant, 1>
<at, 1>
<the, 1>
<time, 1>
<so, 1>
<sweet, 1>
<to, 1>
<remember, 1>
<long, 1>
<afterward, 1>
<and, 1>
<then, 1>
<all, 1>
<fell, 1>
<to, 1>
<work, 1>
<The, 1>
<morning, 1>
<charities, 1>
<and, 1>
<ceremonies, 1>
<took, 1>
<so, 1>
<much, 1>
<time, 1>
<that, 1>
<the, 1>
<rest, 1>
<of, 1>
<the, 1>
<day, 1>
<was, 1>
<devoted, 1>
<to, 1>
<preparations, 1>
<for, 1>
<the, 1>
<evening, 1>
<festivities, 1>
<Being, 1>
<still, 1>
<too, 1>
<young, 1>
<to, 1>
<go, 1>
<often, 1>
<to, 1>
<the, 1>
<theater, 1>
<and, 1>
<not, 1>
<rich, 1>
<enough, 1>
<to, 1>
<afford, 1>
<any, 1>
<great, 1>
<outlay, 1>
<for, 1>
<private, 1>
<performances, 1>
<the, 1>
<girls, 1>
<put, 1>
<their, 1>
<wits, 1>
<to, 1>
<work, 1>
<and, 1>
<necessity, 1>
<being, 1>
<the, 1>
<mother, 1>
<of, 1>
<invention, 1>
<made, 1>
<whatever, 1>
<they, 1>
<needed, 1>
<Very, 1>
<clever, 1>
<were, 1>
<some, 1>
<of, 1>
<their, 1>
<productions, 1>
<pasteboard, 1>
<guitars, 1>
<antique, 1>
<lamps, 1>
<made, 1>
<of, 1>
<old, 1>
<fashioned, 1>
<butter, 1>
<boats, 1>
<covered, 1>
<with, 1>
<silver, 1>
<paper, 1>
<gorgeous, 1>
<robes, 1>
<of, 1>
<old, 1>
<cotton, 1>
<glittering, 1>
<with, 1>
<tin, 1>
<spangles, 1>
<from, 1>
<a, 1>
<pickle, 1>
<factory, 1>
<and, 1>
<armor, 1>
<covered, 1>
<with, 1>
<the, 1>
<same, 1>
<useful, 1>
<diamond, 1>
<shaped, 1>
<bits, 1>
<left, 1>
<in, 1>
<sheets, 1>
<when, 1>
<the, 1>
<lids, 1>
<of, 1>
<preserve, 1>
<pots, 1>
<were, 1>
<cut, 1>
<out, 1>
<The, 1>
<big, 1>
<chamber, 1>
<was, 1>
<the, 1>
<scene, 1>
<of, 1>
<many, 1>
<innocent, 1>
<revels, 1>
<No, 1>
<gentleman, 1>
<were, 1>
<admitted, 1>
<so, 1>
<Jo, 1>
<played, 1>
<male, 1>
<parts, 1>
<to, 1>
<her, 1>
<heart, 1>
<s, 1>
<content, 1>
<and, 1>
<took, 1>
<immense, 1>
<satisfaction, 1>
<in, 1>
<a, 1>
<pair, 1>
<of, 1>
<russet, 1>
<leather, 1>
<boots, 1>
<given, 1>
<her, 1>
<by, 1>
<a, 1>
<friend, 1>
<who, 1>
<knew, 1>
<a, 1>
<lady, 1>
<who, 1>
<knew, 1>
<an, 1>
<actor, 1>
<These, 1>
<boots, 1>
<an, 1>
<old, 1>
<foil, 1>
<and, 1>
<a, 1>
<slashed, 1>
<doublet, 1>
<once, 1>
<used, 1>
<by, 1>
<an, 1>
<artist, 1>
<for, 1>
<some, 1>
<picture, 1>
<were, 1>
<Jo, 1>
<s, 1>
<chief, 1>
<treasures, 1>
<and, 1>
<appeared, 1>
<on, 1>
<all, 1>
<occasions, 1>
<The, 1>
<smallness, 1>
<of, 1>
<the, 1>
<company, 1>
<made, 1>
<it, 1>
<necessary, 1>
<for, 1>
<the, 1>
<two, 1>
<principal, 1>
<actors, 1>
<to, 1>
<take, 1>
<several, 1>
<parts, 1>
<apiece, 1>
<and, 1>
<they, 1>
<certainly, 1>
<deserved, 1>
<some, 1>
<credit, 1>
<for, 1>
<the, 1>
<hard, 1>
<work, 1>
<they, 1>
<did, 1>
<in, 1>
<learning, 1>
<three, 1>
<or, 1>
<four, 1>
<different, 1>
<parts, 1>
<whisking, 1>
<in, 1>
<and, 1>
<out, 1>
<of, 1>
<various, 1>
<costumes, 1>
<and, 1>
<managing, 1>
<the, 1>
<stage, 1>
<besides, 1>
<It, 1>
<was, 1>
<excellent, 1>
<drill, 1>
<for, 1>
<their, 1>
<memories, 1>
<a, 1>
<harmless, 1>
<amusement, 1>
<and, 1>
<employed, 1>
<many, 1>
<hours, 1>
<which, 1>
<otherwise, 1>
<would, 1>
<have, 1>
<been, 1>
<idle, 1>
<lonely, 1>
<or, 1>
<spent, 1>
<in, 1>
<less, 1>
<profitable, 1>
<society, 1>
<On, 1>
<Christmas, 1>
<night, 1>
<a, 1>
<dozen, 1>
<girls, 1>
<piled, 1>
<onto, 1>
<the, 1>
<bed, 1>
<which, 1>
<was, 1>
<the, 1>
<dress, 1>
<circle, 1>
<and, 1>
<sat, 1>
<before, 1>
<the, 1>
<blue, 1>
<and, 1>
<yellow, 1>
<chintz, 1>
<curtains, 1>
<in, 1>
<a, 1>
<most, 1>
<flattering, 1>
<state, 1>
<of, 1>
<expectancy, 1>
<There, 1>
<was, 1>
<a, 1>
<good, 1>
<deal, 1>
<of, 1>
<rustling, 1>
<and, 1>
<whispering, 1>
<behind, 1>
<the, 1>
<curtain, 1>
<a, 1>
<trifle, 1>
<of, 1>
<lamp, 1>
<smoke, 1>
<and, 1>
<an, 1>
<occasional, 1>
<giggle, 1>
<from, 1>
<Amy, 1>
<who, 1>
<was, 1>
<apt, 1>
<to, 1>
<get, 1>
<hysterical, 1>
<in, 1>
<the, 1>
<excitement, 1>
<of, 1>
<the, 1>
<moment, 1>
<Presently, 1>
<a, 1>
<bell, 1>
<sounded, 1>
<the, 1>
<curtains, 1>
<flew, 1>
<apart, 1>
<and, 1>
<the, 1>
<operatic, 1>
<tragedy, 1>
<began, 1>
<A, 1>
<gloomy, 1>
<wood, 1>
<according, 1>
<to, 1>
<the, 1>
<one, 1>
<playbill, 1>
<was, 1>
<represented, 1>
<by, 1>
<a, 1>
<few, 1>
<shrubs, 1>
<in, 1>
<pots, 1>
<green, 1>
<baize, 1>
<on, 1>
<the, 1>
<floor, 1>
<and, 1>
<a, 1>
<cave, 1>
<in, 1>
<the, 1>
<distance, 1>
<This, 1>
<cave, 1>
<was, 1>
<made, 1>
<with, 1>
<a, 1>
<clothes, 1>
<horse, 1>
<for, 1>
<a, 1>
<roof, 1>
<bureaus, 1>
<for, 1>
<walls, 1>
<and, 1>
<in, 1>
<it, 1>
<was, 1>
<a, 1>
<small, 1>
<furnace, 1>
<in, 1>
<full, 1>
<blast, 1>
<with, 1>
<a, 1>
<black, 1>
<pot, 1>
<on, 1>
<it, 1>
<and, 1>
<an, 1>
<old, 1>
<witch, 1>
<bending, 1>
<over, 1>
<it, 1>
<The, 1>
<stage, 1>
<was, 1>
<dark, 1>
<and, 1>
<the, 1>
<glow, 1>
<of, 1>
<the, 1>
<furnace, 1>
<had, 1>
<a, 1>
<fine, 1>
<effect, 1>
<especially, 1>
<as, 1>
<real, 1>
<steam, 1>
<issued, 1>
<from, 1>
<the, 1>
<kettle, 1>
<when, 1>
<the, 1>
<witch, 1>
<took, 1>
<off, 1>
<the, 1>
<cover, 1>
<A, 1>
<moment, 1>
<was, 1>
<allowed, 1>
<for, 1>
<the, 1>
<first, 1>
<thrill, 1>
<to, 1>
<subside, 1>
<then, 1>
<Hugo, 1>
<the, 1>
<villain, 1>
<stalked, 1>
<in, 1>
<with, 1>
<a, 1>
<clanking, 1>
<sword, 1>
<at, 1>
<his, 1>
<side, 1>
<a, 1>
<slouching, 1>
<hat, 1>
<black, 1>
<beard, 1>
<mysterious, 1>
<cloak, 1>
<and, 1>
<the, 1>
<boots, 1>
<After, 1>
<pacing, 1>
<to, 1>
<and, 1>
<fro, 1>
<in, 1>
<much, 1>
<agitation, 1>
<he, 1>
<struck, 1>
<his, 1>
<forehead, 1>
<and, 1>
<burst, 1>
<out, 1>
<in, 1>
<a, 1>
<wild, 1>
<strain, 1>
<singing, 1>
<of, 1>
<his, 1>
<hatred, 1>
<for, 1>
<Roderigo, 1>
<his, 1>
<love, 1>
<for, 1>
<Zara, 1>
<and, 1>
<his, 1>
<pleasing, 1>
<resolution, 1>
<to, 1>
<kill, 1>
<the, 1>
<one, 1>
<and, 1>
<win, 1>
<the, 1>
<other, 1>
<The, 1>
<gruff, 1>
<tones, 1>
<of, 1>
<Hugo, 1>
<s, 1>
<voice, 1>
<with, 1>
<an, 1>
<occasional, 1>
<shout, 1>
<when, 1>
<his, 1>
<feelings, 1>
<overcame, 1>
<him, 1>
<were, 1>
<very, 1>
<impressive, 1>
<and, 1>
<the, 1>
<audience, 1>
<applauded, 1>
<the, 1>
<moment, 1>
<he, 1>
<paused, 1>
<for, 1>
<breath, 1>
<Bowing, 1>
<with, 1>
<the, 1>
<air, 1>
<of, 1>
<one, 1>
<accustomed, 1>
<to, 1>
<public, 1>
<praise, 1>
<he, 1>
<stole, 1>
<to, 1>
<the, 1>
<cavern, 1>
<and, 1>
<ordered, 1>
<Hagar, 1>
<to, 1>
<come, 1>
<forth, 1>
<with, 1>
<a, 1>
<commanding, 1>
<What, 1>
<ho, 1>
<minion, 1>
<I, 1>
<need, 1>
<thee, 1>
<Out, 1>
<came, 1>
<Meg, 1>
<with, 1>
<gray, 1>
<horsehair, 1>
<hanging, 1>
<about, 1>
<her, 1>
<face, 1>
<a, 1>
<red, 1>
<and, 1>
<black, 1>
<robe, 1>
<a, 1>
<staff, 1>
<and, 1>
<cabalistic, 1>
<signs, 1>
<upon, 1>
<her, 1>
<cloak, 1>
<Hugo, 1>
<demanded, 1>
<a, 1>
<potion, 1>
<to, 1>
<make, 1>
<Zara, 1>
<adore, 1>
<him, 1>
<and, 1>
<one, 1>
<to, 1>
<destroy, 1>
<Roderigo, 1>
<Hagar, 1>
<in, 1>
<a, 1>
<fine, 1>
<dramatic, 1>
<melody, 1>
<promised, 1>
<both, 1>
<and, 1>
<proceeded, 1>
<to, 1>
<call, 1>
<up, 1>
<the, 1>
<spirit, 1>
<who, 1>
<would, 1>
<bring, 1>
<the, 1>
<love, 1>
<philter, 1>
<Hither, 1>
<hither, 1>
<from, 1>
<thy, 1>
<home, 1>
<Airy, 1>
<sprite, 1>
<I, 1>
<bid, 1>
<thee, 1>
<come, 1>
<Born, 1>
<of, 1>
<roses, 1>
<fed, 1>
<on, 1>
<dew, 1>
<Charms, 1>
<and, 1>
<potions, 1>
<canst, 1>
<thou, 1>
<brew, 1>
<Bring, 1>
<me, 1>
<here, 1>
<with, 1>
<elfin, 1>
<speed, 1>
<The, 1>
<fragrant, 1>
<philter, 1>
<which, 1>
<I, 1>
<need, 1>
<Make, 1>
<it, 1>
<sweet, 1>
<and, 1>
<swift, 1>
<and, 1>
<strong, 1>
<Spirit, 1>
<answer, 1>
<now, 1>
<my, 1>
<song, 1>
<A, 1>
<soft, 1>
<strain, 1>
<of, 1>
<music, 1>
<sounded, 1>
<and, 1>
<then, 1>
<at, 1>
<the, 1>
<back, 1>
<of, 1>
<the, 1>
<cave, 1>
<appeared, 1>
<a, 1>
<little, 1>
<figure, 1>
<in, 1>
<cloudy, 1>
<white, 1>
<with, 1>
<glittering, 1>
<wings, 1>
<golden, 1>
<hair, 1>
<and, 1>
<a, 1>
<garland, 1>
<of, 1>
<roses, 1>
<on, 1>
<its, 1>
<head, 1>
<Waving, 1>
<a, 1>
<wand, 1>
<it, 1>
<sang, 1>
<Hither, 1>
<I, 1>
<come, 1>
<From, 1>
<my, 1>
<airy, 1>
<home, 1>
<Afar, 1>
<in, 1>
<the, 1>
<silver, 1>
<moon, 1>
<Take, 1>
<the, 1>
<magic, 1>
<spell, 1>
<And, 1>
<use, 1>
<it, 1>
<well, 1>
<Or, 1>
<its, 1>
<power, 1>
<will, 1>
<vanish, 1>
<soon, 1>
<And, 1>
<dropping, 1>
<a, 1>
<small, 1>
<gilded, 1>
<bottle, 1>
<at, 1>
<the, 1>
<witch, 1>
<s, 1>
<feet, 1>
<the, 1>
<spirit, 1>
<vanished, 1>
<Another, 1>
<chant, 1>
<from, 1>
<Hagar, 1>
<produced, 1>
<another, 1>
<apparition, 1>
<not, 1>
<a, 1>
<lovely, 1>
<one, 1>
<for, 1>
<with, 1>
<a, 1>
<bang, 1>
<an, 1>
<ugly, 1>
<black, 1>
<imp, 1>
<appeared, 1>
<and, 1>
<having, 1>
<croaked, 1>
<a, 1>
<reply, 1>
<tossed, 1>
<a, 1>
<dark, 1>
<bottle, 1>
<at, 1>
<Hugo, 1>
<and, 1>
<disappeared, 1>
<with, 1>
<a, 1>
<mocking, 1>
<laugh, 1>
<Having, 1>
<warbled, 1>
<his, 1>
<thanks, 1>
<and, 1>
<put, 1>
<the, 1>
<potions, 1>
<in, 1>
<his, 1>
<boots, 1>
<Hugo, 1>
<departed, 1>
<and, 1>
<Hagar, 1>
<informed, 1>
<the, 1>
<audience, 1>
<that, 1>
<as, 1>
<he, 1>
<had, 1>
<killed, 1>
<a, 1>
<few, 1>
<of, 1>
<her, 1>
<friends, 1>
<in, 1>
<times, 1>
<past, 1>
<she, 1>
<had, 1>
<cursed, 1>
<him, 1>
<and, 1>
<intends, 1>
<to, 1>
<thwart, 1>
<his, 1>
<plans, 1>
<and, 1>
<be, 1>
<revenged, 1>
<on, 1>
<him, 1>
<Then, 1>
<the, 1>
<curtain, 1>
<fell, 1>
<and, 1>
<the, 1>
<audience, 1>
<reposed, 1>
<and, 1>
<ate, 1>
<candy, 1>
<while, 1>
<discussing, 1>
<the, 1>
<merits, 1>
<of, 1>
<the, 1>
<play, 1>
<A, 1>
<good, 1>
<deal, 1>
<of, 1>
<hammering, 1>
<went, 1>
<on, 1>
<before, 1>
<the, 1>
<curtain, 1>
<rose, 1>
<again, 1>
<but, 1>
<when, 1>
<it, 1>
<became, 1>
<evident, 1>
<what, 1>
<a, 1>
<masterpiece, 1>
<of, 1>
<stage, 1>
<carpentery, 1>
<had, 1>
<been, 1>
<got, 1>
<up, 1>
<no, 1>
<one, 1>
<murmured, 1>
<at, 1>
<the, 1>
<delay, 1>
<It, 1>
<was, 1>
<truly, 1>
<superb, 1>
<A, 1>
<tower, 1>
<rose, 1>
<to, 1>
<the, 1>
<ceiling, 1>
<halfway, 1>
<up, 1>
<appeared, 1>
<a, 1>
<window, 1>
<with, 1>
<a, 1>
<lamp, 1>
<burning, 1>
<in, 1>
<it, 1>
<and, 1>
<behind, 1>
<the, 1>
<white, 1>
<curtain, 1>
<appeared, 1>
<Zara, 1>
<in, 1>
<a, 1>
<lovely, 1>
<blue, 1>
<and, 1>
<silver, 1>
<dress, 1>
<waiting, 1>
<for, 1>
<Roderigo, 1>
<He, 1>
<came, 1>
