<b, 1>
<had, 1>
<a, 1>
<dozen, 1>
<for, 1>
<I, 1>
<ve, 1>
<got, 1>
<a, 1>
<sweet, 1>
<blue, 1>
<silk, 1>
<laid, 1>
<away, 1>
<which, 1>
<I, 1>
<ve, 1>
<outgrown, 1>
<and, 1>
<you, 1>
<shall, 1>
<wear, 1>
<it, 1>
<to, 1>
<please, 1>
<me, 1>
<won, 1>
<t, 1>
<you, 1>
<dear, 1>
<You, 1>
<are, 1>
<very, 1>
<kind, 1>
<but, 1>
<I, 1>
<don, 1>
<t, 1>
<mind, 1>
<my, 1>
<old, 1>
<dress, 1>
<if, 1>
<you, 1>
<don, 1>
<t, 1>
<it, 1>
<does, 1>
<well, 1>
<enough, 1>
<for, 1>
<a, 1>
<little, 1>
<girl, 1>
<like, 1>
<me, 1>
<said, 1>
<Meg, 1>
<Now, 1>
<do, 1>
<let, 1>
<me, 1>
<please, 1>
<myself, 1>
<by, 1>
<dressing, 1>
<you, 1>
<up, 1>
<in, 1>
<style, 1>
<I, 1>
<admire, 1>
<to, 1>
<do, 1>
<it, 1>
<and, 1>
<you, 1>
<d, 1>
<be, 1>
<a, 1>
<regular, 1>
<little, 1>
<beauty, 1>
<with, 1>
<a, 1>
<touch, 1>
<here, 1>
<and, 1>
<there, 1>
<I, 1>
<shan, 1>
<t, 1>
<let, 1>
<anyone, 1>
<see, 1>
<you, 1>
<till, 1>
<you, 1>
<are, 1>
<done, 1>
<and, 1>
<then, 1>
<we, 1>
<ll, 1>
<burst, 1>
<upon, 1>
<them, 1>
<like, 1>
<Cinderella, 1>
<and, 1>
<her, 1>
<godmother, 1>
<going, 1>
<to, 1>
<the, 1>
<ball, 1>
<said, 1>
<Belle, 1>
<in, 1>
<her, 1>
<persuasive, 1>
<tone, 1>
<Meg, 1>
<couldn, 1>
<t, 1>
<refuse, 1>
<the, 1>
<offer, 1>
<so, 1>
<kindly, 1>
<made, 1>
<for, 1>
<a, 1>
<desire, 1>
<to, 1>
<see, 1>
<if, 1>
<she, 1>
<would, 1>
<be, 1>
<a, 1>
<little, 1>
<beauty, 1>
<after, 1>
<touching, 1>
<up, 1>
<caused, 1>
<her, 1>
<to, 1>
<accept, 1>
<and, 1>
<forget, 1>
<all, 1>
<her, 1>
<former, 1>
<uncomfortable, 1>
<feelings, 1>
<toward, 1>
<the, 1>
<Moffats, 1>
<On, 1>
<the, 1>
<Thursday, 1>
<evening, 1>
<Belle, 1>
<shut, 1>
<herself, 1>
<up, 1>
<with, 1>
<her, 1>
<maid, 1>
<and, 1>
<between, 1>
<them, 1>
<they, 1>
<turned, 1>
<Meg, 1>
<into, 1>
<a, 1>
<fine, 1>
<lady, 1>
<They, 1>
<crimped, 1>
<and, 1>
<curled, 1>
<her, 1>
<hair, 1>
<they, 1>
<polished, 1>
<her, 1>
<neck, 1>
<and, 1>
<arms, 1>
<with, 1>
<some, 1>
<fragrant, 1>
<powder, 1>
<touched, 1>
<her, 1>
<lips, 1>
<with, 1>
<coralline, 1>
<salve, 1>
<to, 1>
<make, 1>
<them, 1>
<redder, 1>
<and, 1>
<Hortense, 1>
<would, 1>
<have, 1>
<added, 1>
<a, 1>
<soupcon, 1>
<of, 1>
<rouge, 1>
<if, 1>
<Meg, 1>
<had, 1>
<not, 1>
<rebelled, 1>
<They, 1>
<laced, 1>
<her, 1>
<into, 1>
<a, 1>
<sky, 1>
<blue, 1>
<dress, 1>
<which, 1>
<was, 1>
<so, 1>
<tight, 1>
<she, 1>
<could, 1>
<hardly, 1>
<breathe, 1>
<and, 1>
<so, 1>
<low, 1>
<in, 1>
<the, 1>
<neck, 1>
<that, 1>
<modest, 1>
<Meg, 1>
<blushed, 1>
<at, 1>
<herself, 1>
<in, 1>
<the, 1>
<mirror, 1>
<A, 1>
<set, 1>
<of, 1>
<silver, 1>
<filagree, 1>
<was, 1>
<added, 1>
<bracelets, 1>
<necklace, 1>
<brooch, 1>
<and, 1>
<even, 1>
<earrings, 1>
<for, 1>
<Hortense, 1>
<tied, 1>
<them, 1>
<on, 1>
<with, 1>
<a, 1>
<bit, 1>
<of, 1>
<pink, 1>
<silk, 1>
<which, 1>
<did, 1>
<not, 1>
<show, 1>
<A, 1>
<cluster, 1>
<of, 1>
<tea, 1>
<rose, 1>
<buds, 1>
<at, 1>
<the, 1>
<bosom, 1>
<and, 1>
<a, 1>
<ruche, 1>
<reconciled, 1>
<Meg, 1>
<to, 1>
<the, 1>
<display, 1>
<of, 1>
<her, 1>
<pretty, 1>
<white, 1>
<shoulders, 1>
<and, 1>
<a, 1>
<pair, 1>
<of, 1>
<high, 1>
<heeled, 1>
<silk, 1>
<boots, 1>
<satisfied, 1>
<the, 1>
<last, 1>
<wish, 1>
<of, 1>
<her, 1>
<heart, 1>
<A, 1>
<lace, 1>
<handkerchief, 1>
<a, 1>
<plumy, 1>
<fan, 1>
<and, 1>
<a, 1>
<bouquet, 1>
<in, 1>
<a, 1>
<shoulder, 1>
<holder, 1>
<finished, 1>
<her, 1>
<off, 1>
<and, 1>
<Miss, 1>
<Belle, 1>
<surveyed, 1>
<her, 1>
<with, 1>
<the, 1>
<satisfaction, 1>
<of, 1>
<a, 1>
<little, 1>
<girl, 1>
<with, 1>
<a, 1>
<newly, 1>
<dressed, 1>
<doll, 1>
<Mademoiselle, 1>
<is, 1>
<charmante, 1>
<tres, 1>
<jolie, 1>
<is, 1>
<she, 1>
<not, 1>
<cried, 1>
<Hortense, 1>
<clasping, 1>
<her, 1>
<hands, 1>
<in, 1>
<an, 1>
<affected, 1>
<rapture, 1>
<Come, 1>
<and, 1>
<show, 1>
<yourself, 1>
<said, 1>
<Miss, 1>
<Belle, 1>
<leading, 1>
<the, 1>
<way, 1>
<to, 1>
<the, 1>
<room, 1>
<where, 1>
<the, 1>
<others, 1>
<were, 1>
<waiting, 1>
<As, 1>
<Meg, 1>
<went, 1>
<rustling, 1>
<after, 1>
<with, 1>
<her, 1>
<long, 1>
<skirts, 1>
<trailing, 1>
<her, 1>
<earrings, 1>
<tinkling, 1>
<her, 1>
<curls, 1>
<waving, 1>
<and, 1>
<her, 1>
<heart, 1>
<beating, 1>
<she, 1>
<felt, 1>
<as, 1>
<if, 1>
<her, 1>
<fun, 1>
<had, 1>
<really, 1>
<begun, 1>
<at, 1>
<last, 1>
<for, 1>
<the, 1>
<mirror, 1>
<had, 1>
<plainly, 1>
<told, 1>
<her, 1>
<that, 1>
<she, 1>
<was, 1>
<a, 1>
<little, 1>
<beauty, 1>
<Her, 1>
<friends, 1>
<repeated, 1>
<the, 1>
<pleasing, 1>
<phrase, 1>
<enthusiastically, 1>
<and, 1>
<for, 1>
<several, 1>
<minutes, 1>
<she, 1>
<stood, 1>
<like, 1>
<a, 1>
<jackdaw, 1>
<in, 1>
<the, 1>
<fable, 1>
<enjoying, 1>
<her, 1>
<borrowed, 1>
<plumes, 1>
<while, 1>
<the, 1>
<rest, 1>
<chattered, 1>
<like, 1>
<a, 1>
<party, 1>
<of, 1>
<magpies, 1>
<While, 1>
<I, 1>
<dress, 1>
<do, 1>
<you, 1>
<drill, 1>
<her, 1>
<Nan, 1>
<in, 1>
<the, 1>
<management, 1>
<of, 1>
<her, 1>
<skirt, 1>
<and, 1>
<those, 1>
<French, 1>
<heels, 1>
<or, 1>
<she, 1>
<will, 1>
<trip, 1>
<herself, 1>
<up, 1>
<Take, 1>
<your, 1>
<silver, 1>
<butterfly, 1>
<and, 1>
<catch, 1>
<up, 1>
<that, 1>
<long, 1>
<curl, 1>
<on, 1>
<the, 1>
<left, 1>
<side, 1>
<of, 1>
<her, 1>
<head, 1>
<Clara, 1>
<and, 1>
<don, 1>
<t, 1>
<any, 1>
<of, 1>
<you, 1>
<disturb, 1>
<the, 1>
<charming, 1>
<work, 1>
<of, 1>
<my, 1>
<hands, 1>
<said, 1>
<Belle, 1>
<as, 1>
<she, 1>
<hurried, 1>
<away, 1>
<looking, 1>
<well, 1>
<pleased, 1>
<with, 1>
<her, 1>
<success, 1>
<You, 1>
<don, 1>
<t, 1>
<look, 1>
<a, 1>
<bit, 1>
<like, 1>
<yourself, 1>
<but, 1>
<you, 1>
<are, 1>
<very, 1>
<nice, 1>
<I, 1>
<m, 1>
<nowhere, 1>
<beside, 1>
<you, 1>
<for, 1>
<Belle, 1>
<has, 1>
<heaps, 1>
<of, 1>
<taste, 1>
<and, 1>
<you, 1>
<re, 1>
<quite, 1>
<French, 1>
<I, 1>
<assure, 1>
<you, 1>
<Let, 1>
<your, 1>
<flowers, 1>
<hang, 1>
<don, 1>
<t, 1>
<be, 1>
<so, 1>
<careful, 1>
<of, 1>
<them, 1>
<and, 1>
<be, 1>
<sure, 1>
<you, 1>
<don, 1>
<t, 1>
<trip, 1>
<returned, 1>
<Sallie, 1>
<trying, 1>
<not, 1>
<to, 1>
<care, 1>
<that, 1>
<Meg, 1>
<was, 1>
<prettier, 1>
<than, 1>
<herself, 1>
<Keeping, 1>
<that, 1>
<warning, 1>
<carefully, 1>
<in, 1>
<mind, 1>
<Margaret, 1>
<got, 1>
<safely, 1>
<down, 1>
<stairs, 1>
<and, 1>
<sailed, 1>
<into, 1>
<the, 1>
<drawing, 1>
<rooms, 1>
<where, 1>
<the, 1>
<Moffats, 1>
<and, 1>
<a, 1>
<few, 1>
<early, 1>
<guests, 1>
<were, 1>
<assembled, 1>
<She, 1>
<very, 1>
<soon, 1>
<discovered, 1>
<that, 1>
<there, 1>
<is, 1>
<a, 1>
<charm, 1>
<about, 1>
<fine, 1>
<clothes, 1>
<which, 1>
<attracts, 1>
<a, 1>
<certain, 1>
<class, 1>
<of, 1>
<people, 1>
<and, 1>
<secures, 1>
<their, 1>
<respect, 1>
<Several, 1>
<young, 1>
<ladies, 1>
<who, 1>
<had, 1>
<taken, 1>
<no, 1>
<notice, 1>
<of, 1>
<her, 1>
<before, 1>
<were, 1>
<very, 1>
<affectionate, 1>
<all, 1>
<of, 1>
<a, 1>
<sudden, 1>
<Several, 1>
<young, 1>
<gentlemen, 1>
<who, 1>
<had, 1>
<only, 1>
<stared, 1>
<at, 1>
<her, 1>
<at, 1>
<the, 1>
<other, 1>
<party, 1>
<now, 1>
<not, 1>
<only, 1>
<stared, 1>
<but, 1>
<asked, 1>
<to, 1>
<be, 1>
<introduced, 1>
<and, 1>
<said, 1>
<all, 1>
<manner, 1>
<of, 1>
<foolish, 1>
<but, 1>
<agreeable, 1>
<things, 1>
<to, 1>
<her, 1>
<and, 1>
<several, 1>
<old, 1>
<ladies, 1>
<who, 1>
<sat, 1>
<on, 1>
<the, 1>
<sofas, 1>
<and, 1>
<criticized, 1>
<the, 1>
<rest, 1>
<of, 1>
<the, 1>
<party, 1>
<inquired, 1>
<who, 1>
<she, 1>
<was, 1>
<with, 1>
<an, 1>
<air, 1>
<of, 1>
<interest, 1>
<She, 1>
<heard, 1>
<Mrs, 1>
<Moffat, 1>
<reply, 1>
<to, 1>
<one, 1>
<of, 1>
<them, 1>
<Daisy, 1>
<March, 1>
<father, 1>
<a, 1>
<colonel, 1>
<in, 1>
<the, 1>
<army, 1>
<one, 1>
<of, 1>
<our, 1>
<first, 1>
<families, 1>
<but, 1>
<reverses, 1>
<of, 1>
<fortune, 1>
<you, 1>
<know, 1>
<intimate, 1>
<friends, 1>
<of, 1>
<the, 1>
<Laurences, 1>
<sweet, 1>
<creature, 1>
<I, 1>
<assure, 1>
<you, 1>
<my, 1>
<Ned, 1>
<is, 1>
<quite, 1>
<wild, 1>
<about, 1>
<her, 1>
<Dear, 1>
<me, 1>
<said, 1>
<the, 1>
<old, 1>
<lady, 1>
<putting, 1>
<up, 1>
<her, 1>
<glass, 1>
<for, 1>
<another, 1>
<observation, 1>
<of, 1>
<Meg, 1>
<who, 1>
<tried, 1>
<to, 1>
<look, 1>
<as, 1>
<if, 1>
<she, 1>
<had, 1>
<not, 1>
<heard, 1>
<and, 1>
<been, 1>
<rather, 1>
<shocked, 1>
<at, 1>
<Mrs, 1>
<Moffat, 1>
<s, 1>
<fibs, 1>
<The, 1>
<queer, 1>
<feeling, 1>
<did, 1>
<not, 1>
<pass, 1>
<away, 1>
<but, 1>
<she, 1>
<imagined, 1>
<herself, 1>
<acting, 1>
<the, 1>
<new, 1>
<part, 1>
<of, 1>
<fine, 1>
<lady, 1>
<and, 1>
<so, 1>
<got, 1>
<on, 1>
<pretty, 1>
<well, 1>
<though, 1>
<the, 1>
<tight, 1>
<dress, 1>
<gave, 1>
<her, 1>
<a, 1>
<side, 1>
<ache, 1>
<the, 1>
<train, 1>
<kept, 1>
<getting, 1>
<under, 1>
<her, 1>
<feet, 1>
<and, 1>
<she, 1>
<was, 1>
<in, 1>
<constant, 1>
<fear, 1>
<lest, 1>
<her, 1>
<earrings, 1>
<should, 1>
<fly, 1>
<off, 1>
<and, 1>
<get, 1>
<lost, 1>
<or, 1>
<broken, 1>
<She, 1>
<was, 1>
<flirting, 1>
<her, 1>
<fan, 1>
<and, 1>
<laughing, 1>
<at, 1>
<the, 1>
<feeble, 1>
<jokes, 1>
<of, 1>
<a, 1>
<young, 1>
<gentleman, 1>
<who, 1>
<tried, 1>
<to, 1>
<be, 1>
<witty, 1>
<when, 1>
<she, 1>
<suddenly, 1>
<stopped, 1>
<laughing, 1>
<and, 1>
<looked, 1>
<confused, 1>
<for, 1>
<just, 1>
<opposite, 1>
<she, 1>
<saw, 1>
<Laurie, 1>
<He, 1>
<was, 1>
<staring, 1>
<at, 1>
<her, 1>
<with, 1>
<undisguised, 1>
<surprise, 1>
<and, 1>
<disapproval, 1>
<also, 1>
<she, 1>
<thought, 1>
<for, 1>
<though, 1>
<he, 1>
<bowed, 1>
<and, 1>
<smiled, 1>
<yet, 1>
<something, 1>
<in, 1>
<his, 1>
<honest, 1>
<eyes, 1>
<made, 1>
<her, 1>
<blush, 1>
<and, 1>
<wish, 1>
<she, 1>
<had, 1>
<her, 1>
<old, 1>
<dress, 1>
<on, 1>
<To, 1>
<complete, 1>
<her, 1>
<confusion, 1>
<she, 1>
<saw, 1>
<Belle, 1>
<nudge, 1>
<Annie, 1>
<and, 1>
<both, 1>
<glance, 1>
<from, 1>
<her, 1>
<to, 1>
<Laurie, 1>
<who, 1>
<she, 1>
<was, 1>
<happy, 1>
<to, 1>
<see, 1>
<looked, 1>
<unusually, 1>
<boyish, 1>
<and, 1>
<shy, 1>
<Silly, 1>
<creatures, 1>
<to, 1>
<put, 1>
<such, 1>
<thoughts, 1>
<into, 1>
<my, 1>
<head, 1>
<I, 1>
<won, 1>
<t, 1>
<care, 1>
<for, 1>
<it, 1>
<or, 1>
<let, 1>
<it, 1>
<change, 1>
<me, 1>
<a, 1>
<bit, 1>
<thought, 1>
<Meg, 1>
<and, 1>
<rustled, 1>
<across, 1>
<the, 1>
<room, 1>
<to, 1>
<shake, 1>
<hands, 1>
<with, 1>
<her, 1>
<friend, 1>
<I, 1>
<m, 1>
<glad, 1>
<you, 1>
<came, 1>
<I, 1>
<was, 1>
<afraid, 1>
<you, 1>
<wouldn, 1>
<t, 1>
<she, 1>
<said, 1>
<with, 1>
<her, 1>
<most, 1>
<grown, 1>
<up, 1>
<air, 1>
<Jo, 1>
<wanted, 1>
<me, 1>
<to, 1>
<come, 1>
<and, 1>
<tell, 1>
<her, 1>
<how, 1>
<you, 1>
<looked, 1>
<so, 1>
<I, 1>
<did, 1>
<answered, 1>
<Laurie, 1>
<without, 1>
<turning, 1>
<his, 1>
<eyes, 1>
<upon, 1>
<her, 1>
<though, 1>
<he, 1>
<half, 1>
<smiled, 1>
<at, 1>
<her, 1>
<maternal, 1>
<tone, 1>
<What, 1>
<shall, 1>
<you, 1>
<tell, 1>
<her, 1>
<asked, 1>
<Meg, 1>
<full, 1>
<of, 1>
<curiosity, 1>
<to, 1>
<know, 1>
<his, 1>
<opinion, 1>
<of, 1>
<her, 1>
<yet, 1>
<feeling, 1>
<ill, 1>
<at, 1>
<ease, 1>
<with, 1>
<him, 1>
<for, 1>
<the, 1>
<first, 1>
<time, 1>
<I, 1>
<shall, 1>
<say, 1>
<I, 1>
<didn, 1>
<t, 1>
<know, 1>
<you, 1>
<for, 1>
<you, 1>
<look, 1>
<so, 1>
<grown, 1>
<up, 1>
<and, 1>
<unlike, 1>
<yourself, 1>
<I, 1>
<m, 1>
<quite, 1>
<afraid, 1>
<of, 1>
<you, 1>
<he, 1>
<said, 1>
<fumbling, 1>
<at, 1>
<his, 1>
<glove, 1>
<button, 1>
<How, 1>
<absurd, 1>
<of, 1>
<you, 1>
<The, 1>
<girls, 1>
<dressed, 1>
<me, 1>
<up, 1>
<for, 1>
<fun, 1>
<and, 1>
<I, 1>
<rather, 1>
<like, 1>
<it, 1>
<Wouldn, 1>
<t, 1>
<Jo, 1>
<stare, 1>
<if, 1>
<she, 1>
<saw, 1>
<me, 1>
<said, 1>
<Meg, 1>
<bent, 1>
<on, 1>
<making, 1>
<him, 1>
<say, 1>
<whether, 1>
<he, 1>
<thought, 1>
<her, 1>
<improved, 1>
<or, 1>
<not, 1>
<Yes, 1>
<I, 1>
<think, 1>
<she, 1>
<would, 1>
<returned, 1>
<Laurie, 1>
<gravely, 1>
<Don, 1>
<t, 1>
<you, 1>
<like, 1>
<me, 1>
<so, 1>
<asked, 1>
<Meg, 1>
<No, 1>
<I, 1>
<don, 1>
<t, 1>
<was, 1>
<the, 1>
<blunt, 1>
<reply, 1>
<Why, 1>
<not, 1>
<in, 1>
<an, 1>
<anxious, 1>
<tone, 1>
<He, 1>
<glanced, 1>
<at, 1>
<her, 1>
<frizzled, 1>
<head, 1>
<bare, 1>
<shoulders, 1>
<and, 1>
<fantastically, 1>
<trimmed, 1>
<dress, 1>
<with, 1>
<an, 1>
<expression, 1>
<that, 1>
<abashed, 1>
<her, 1>
<more, 1>
<than, 1>
<his, 1>
<answer, 1>
<which, 1>
<had, 1>
<not, 1>
<a, 1>
<particle, 1>
<of, 1>
<his, 1>
<usual, 1>
<politeness, 1>
<in, 1>
<it, 1>
<I, 1>
<don, 1>
<t, 1>
<like, 1>
<fuss, 1>
<and, 1>
<feathers, 1>
<That, 1>
<was, 1>
<altogether, 1>
<too, 1>
<much, 1>
<from, 1>
<a, 1>
<lad, 1>
<younger, 1>
<than, 1>
<herself, 1>
<and, 1>
<Meg, 1>
<walked, 1>
<away, 1>
<saying, 1>
<petulantly, 1>
<You, 1>
<are, 1>
<the, 1>
<rudest, 1>
<boy, 1>
<I, 1>
<ever, 1>
<saw, 1>
<Feeling, 1>
<very, 1>
<much, 1>
<ruffled, 1>
<she, 1>
<went, 1>
<and, 1>
<stood, 1>
<at, 1>
<a, 1>
<quiet, 1>
<window, 1>
<to, 1>
<cool, 1>
<her, 1>
<cheeks, 1>
<for, 1>
<the, 1>
<tight, 1>
<dress, 1>
<gave, 1>
<her, 1>
<an, 1>
<uncomfortably, 1>
<brilliant, 1>
<color, 1>
<As, 1>
<she, 1>
<stood, 1>
<there, 1>
<Major, 1>
<Lincoln, 1>
<passed, 1>
<by, 1>
<and, 1>
<a, 1>
<minute, 1>
<after, 1>
<she, 1>
<heard, 1>
<him, 1>
<saying, 1>
<to, 1>
<his, 1>
<mother, 1>
<They, 1>
<are, 1>
<making, 1>
<a, 1>
<fool, 1>
<of, 1>
<that, 1>
<little, 1>
<girl, 1>
<I, 1>
<wanted, 1>
<you, 1>
<to, 1>
<see, 1>
<her, 1>
<but, 1>
<they, 1>
<have, 1>
<spoiled, 1>
<her, 1>
<entirely, 1>
<She, 1>
<s, 1>
<nothing, 1>
<but, 1>
<a, 1>
<doll, 1>
<tonight, 1>
<Oh, 1>
<dear, 1>
<sighed, 1>
<Meg, 1>
<I, 1>
<wish, 1>
<I, 1>
<d, 1>
<been, 1>
<sensible, 1>
<and, 1>
<worn, 1>
<my, 1>
<own, 1>
<things, 1>
<then, 1>
<I, 1>
<should, 1>
<not, 1>
<have, 1>
<disgusted, 1>
<other, 1>
<people, 1>
<or, 1>
<felt, 1>
<so, 1>
<uncomfortable, 1>
<and, 1>
<ashamed, 1>
<of, 1>
<myself, 1>
<She, 1>
<leaned, 1>
<her, 1>
<forehead, 1>
<on, 1>
<the, 1>
<cool, 1>
<pane, 1>
<and, 1>
<stood, 1>
<half, 1>
<hidden, 1>
<by, 1>
<the, 1>
<curtains, 1>
<never, 1>
<minding, 1>
<that, 1>
<her, 1>
<favorite, 1>
<waltz, 1>
<had, 1>
<begun, 1>
<till, 1>
<some, 1>
<one, 1>
<touched, 1>
<her, 1>
<and, 1>
<turning, 1>
<she, 1>
<saw, 1>
<Laurie, 1>
<looking, 1>
<penitent, 1>
<as, 1>
<he, 1>
<said, 1>
<with, 1>
<his, 1>
<very, 1>
<best, 1>
<bow, 1>
<and, 1>
<his, 1>
<hand, 1>
<out, 1>
<Please, 1>
<forgive, 1>
<my, 1>
<rudeness, 1>
<and, 1>
<come, 1>
<and, 1>
<dance, 1>
<with, 1>
<me, 1>
<I, 1>
<m, 1>
<afraid, 1>
<it, 1>
<will, 1>
<be, 1>
<too, 1>
<disagreeable, 1>
<to, 1>
<you, 1>
<said, 1>
<Meg, 1>
<trying, 1>
<to, 1>
<look, 1>
<offended, 1>
<and, 1>
<failing, 1>
<entirely, 1>
<Not, 1>
<a, 1>
<bit, 1>
<of, 1>
<it, 1>
<I, 1>
<m, 1>
<dying, 1>
<to, 1>
<do, 1>
<it, 1>
<Come, 1>
<I, 1>
<ll, 1>
<be, 1>
<good, 1>
<I, 1>
<don, 1>
<t, 1>
<like, 1>
<your, 1>
<gown, 1>
<but, 1>
<I, 1>
<do, 1>
<think, 1>
<you, 1>
<are, 1>
<just, 1>
<splendid, 1>
<And, 1>
<he, 1>
<waved, 1>
<his, 1>
<hands, 1>
<as, 1>
<if, 1>
<words, 1>
<failed, 1>
<to, 1>
<express, 1>
<his, 1>
<admiration, 1>
<Meg, 1>
<smiled, 1>
<and, 1>
<relented, 1>
<and, 1>
<whispered, 1>
<as, 1>
<they, 1>
<stood, 1>
<waiting, 1>
<to, 1>
<catch, 1>
<the, 1>
<time, 1>
<Take, 1>
<care, 1>
<my, 1>
<skirt, 1>
<doesn, 1>
<t, 1>
<trip, 1>
<you, 1>
<up, 1>
<It, 1>
<s, 1>
<the, 1>
<plague, 1>
<of, 1>
<my, 1>
<life, 1>
<and, 1>
<I, 1>
<was, 1>
<a, 1>
<goose, 1>
<to, 1>
<wear, 1>
<it, 1>
<Pin, 1>
<it, 1>
<round, 1>
<your, 1>
<neck, 1>
<and, 1>
<then, 1>
<it, 1>
<will, 1>
<be, 1>
<useful, 1>
<said, 1>
<Laurie, 1>
<looking, 1>
<down, 1>
<at, 1>
<the, 1>
<little, 1>
<blue, 1>
<boots, 1>
<which, 1>
<he, 1>
<evidently, 1>
<approved, 1>
<of, 1>
<Away, 1>
<they, 1>
<went, 1>
<fleetly, 1>
<and, 1>
<gracefully, 1>
<for, 1>
<having, 1>
<practiced, 1>
<at, 1>
<home, 1>
<they, 1>
<were, 1>
<well, 1>
<matched, 1>
<and, 1>
<the, 1>
<blithe, 1>
<young, 1>
<couple, 1>
<were, 1>
<a, 1>
<pleasant, 1>
<sight, 1>
<to, 1>
<see, 1>
<as, 1>
<they, 1>
<twirled, 1>
<merrily, 1>
<round, 1>
<and, 1>
<round, 1>
<feeling, 1>
<more, 1>
<friendly, 1>
<than, 1>
<ever, 1>
<after, 1>
<their, 1>
<small, 1>
<tiff, 1>
<Laurie, 1>
<I, 1>
<want, 1>
<you, 1>
<to, 1>
<do, 1>
<me, 1>
<a, 1>
<favor, 1>
<will, 1>
<you, 1>
<said, 1>
<Meg, 1>
<as, 1>
<he, 1>
<stood, 1>
<fanning, 1>
<her, 1>
<when, 1>
<her, 1>
<breath, 1>
<gave, 1>
<out, 1>
<which, 1>
<it, 1>
<did, 1>
<very, 1>
<soon, 1>
<though, 1>
<she, 1>
<would, 1>
<not, 1>
<own, 1>
<why, 1>
<Won, 1>
<t, 1>
<I, 1>
<said, 1>
<Laurie, 1>
<with, 1>
<alacrity, 1>
<Please, 1>
<don, 1>
<t, 1>
<tell, 1>
<them, 1>
<at, 1>
<home, 1>
<about, 1>
<my, 1>
<dress, 1>
<tonight, 1>
<They, 1>
<won, 1>
<t, 1>
<understand, 1>
<the, 1>
<joke, 1>
<and, 1>
<it, 1>
<will, 1>
<worry, 1>
<Mother, 1>
<Then, 1>
<why, 1>
<did, 1>
<you, 1>
<do, 1>
<it, 1>
<said, 1>
<Laurie, 1>
<s, 1>
<eyes, 1>
<so, 1>
<plainly, 1>
<that, 1>
<Meg, 1>
<hastily, 1>
<added, 1>
<I, 1>
<shall, 1>
<tell, 1>
<them, 1>
<myself, 1>
<all, 1>
<about, 1>
<it, 1>
<and, 1>
<fess, 1>
<to, 1>
<Mother, 1>
<how, 1>
<silly, 1>
<I, 1>
<ve, 1>
<been, 1>
<But, 1>
<I, 1>
<d, 1>
<rather, 1>
<do, 1>
<it, 1>
<myself, 1>
<So, 1>
<you, 1>
<ll, 1>
<not, 1>
<tell, 1>
<will, 1>
<you, 1>
<I, 1>
<give, 1>
<you, 1>
<my, 1>
<word, 1>
<I, 1>
<won, 1>
<t, 1>
<only, 1>
<what, 1>
<shall, 1>
<I, 1>
<say, 1>
<when, 1>
<they, 1>
<ask, 1>
<me, 1>
<Just, 1>
<say, 1>
<I, 1>
<looked, 1>
<pretty, 1>
<well, 1>
<and, 1>
<was, 1>
<having, 1>
<a, 1>
<good, 1>
<time, 1>
<I, 1>
<ll, 1>
<say, 1>
<the, 1>
<first, 1>
<with, 1>
<all, 1>
<my, 1>
<heart, 1>
<but, 1>
<how, 1>
<about, 1>
<the, 1>
<other, 1>
<You, 1>
<don, 1>
<t, 1>
<look, 1>
<as, 1>
<if, 1>
<you, 1>
<were, 1>
<having, 1>
<a, 1>
<good, 1>
<time, 1>
<Are, 1>
<you, 1>
<And, 1>
<Laurie, 1>
<looked, 1>
<at, 1>
<her, 1>
<with, 1>
<an, 1>
<expression, 1>
<which, 1>
<made, 1>
<her, 1>
<answer, 1>
<in, 1>
<a, 1>
<whisper, 1>
<No, 1>
<not, 1>
<just, 1>
<now, 1>
<Don, 1>
<t, 1>
<think, 1>
<I, 1>
<m, 1>
<horrid, 1>
<I, 1>
<only, 1>
<wanted, 1>
<a, 1>
<little, 1>
<fun, 1>
<but, 1>
<this, 1>
<sort, 1>
<doesn, 1>
<t, 1>
<pay, 1>
<I, 1>
<find, 1>
<and, 1>
<I, 1>
<m, 1>
<getting, 1>
<tired, 1>
<of, 1>
<it, 1>
<Here, 1>
<comes, 1>
<Ned, 1>
<Moffat, 1>
<What, 1>
<does, 1>
<he, 1>
<want, 1>
<said, 1>
<Laurie, 1>
<knitting, 1>
<his, 1>
<black, 1>
<brows, 1>
<as, 1>
<if, 1>
<he, 1>
<did, 1>
<not, 1>
<regard, 1>
<his, 1>
<young, 1>
<host, 1>
<in, 1>
<the, 1>
<light, 1>
<of, 1>
<a, 1>
<pleasant, 1>
<addition, 1>
<to, 1>
<the, 1>
<party, 1>
<He, 1>
<put, 1>
<his, 1>
<name, 1>
<down, 1>
<for, 1>
<three, 1>
<dances, 1>
<and, 1>
<I, 1>
<suppose, 1>
<he, 1>
<s, 1>
<coming, 1>
<for, 1>
<them, 1>
<What, 1>
<a, 1>
<bore, 1>
<said, 1>
<Meg, 1>
<assuming, 1>
<a, 1>
<languid, 1>
<air, 1>
<which, 1>
<amused, 1>
<Laurie, 1>
<immensely, 1>
<He, 1>
<did, 1>
<not, 1>
<speak, 1>
<to, 1>
<her, 1>
<again, 1>
<till, 1>
<suppertime, 1>
<when, 1>
<he, 1>
<saw, 1>
<her, 1>
<drinking, 1>
<champagne, 1>
<with, 1>
<Ned, 1>
<and, 1>
<his, 1>
<friend, 1>
