<latest, 1>
<the, 1>
<mistake, 1>
<that, 1>
<most, 1>
<young, 1>
<wives, 1>
<make, 1>
<forgotten, 1>
<your, 1>
<duty, 1>
<to, 1>
<your, 1>
<husband, 1>
<in, 1>
<your, 1>
<love, 1>
<for, 1>
<your, 1>
<children, 1>
<A, 1>
<very, 1>
<natural, 1>
<and, 1>
<forgivable, 1>
<mistake, 1>
<Meg, 1>
<but, 1>
<one, 1>
<that, 1>
<had, 1>
<better, 1>
<be, 1>
<remedied, 1>
<before, 1>
<you, 1>
<take, 1>
<to, 1>
<different, 1>
<ways, 1>
<for, 1>
<children, 1>
<should, 1>
<draw, 1>
<you, 1>
<nearer, 1>
<than, 1>
<ever, 1>
<not, 1>
<separate, 1>
<you, 1>
<as, 1>
<if, 1>
<they, 1>
<were, 1>
<all, 1>
<yours, 1>
<and, 1>
<John, 1>
<had, 1>
<nothing, 1>
<to, 1>
<do, 1>
<but, 1>
<support, 1>
<them, 1>
<I, 1>
<ve, 1>
<seen, 1>
<it, 1>
<for, 1>
<some, 1>
<weeks, 1>
<but, 1>
<have, 1>
<not, 1>
<spoken, 1>
<feeling, 1>
<sure, 1>
<it, 1>
<would, 1>
<come, 1>
<right, 1>
<in, 1>
<time, 1>
<I, 1>
<m, 1>
<afraid, 1>
<it, 1>
<won, 1>
<t, 1>
<If, 1>
<I, 1>
<ask, 1>
<him, 1>
<to, 1>
<stay, 1>
<he, 1>
<ll, 1>
<think, 1>
<I, 1>
<m, 1>
<jealous, 1>
<and, 1>
<I, 1>
<wouldn, 1>
<t, 1>
<insult, 1>
<him, 1>
<by, 1>
<such, 1>
<an, 1>
<idea, 1>
<He, 1>
<doesn, 1>
<t, 1>
<see, 1>
<that, 1>
<I, 1>
<want, 1>
<him, 1>
<and, 1>
<I, 1>
<don, 1>
<t, 1>
<know, 1>
<how, 1>
<to, 1>
<tell, 1>
<him, 1>
<without, 1>
<words, 1>
<Make, 1>
<it, 1>
<so, 1>
<pleasant, 1>
<he, 1>
<won, 1>
<t, 1>
<want, 1>
<to, 1>
<go, 1>
<away, 1>
<My, 1>
<dear, 1>
<he, 1>
<s, 1>
<longing, 1>
<for, 1>
<his, 1>
<little, 1>
<home, 1>
<but, 1>
<it, 1>
<isn, 1>
<t, 1>
<home, 1>
<without, 1>
<you, 1>
<and, 1>
<you, 1>
<are, 1>
<always, 1>
<in, 1>
<the, 1>
<nursery, 1>
<Oughtn, 1>
<t, 1>
<I, 1>
<to, 1>
<be, 1>
<there, 1>
<Not, 1>
<all, 1>
<the, 1>
<time, 1>
<too, 1>
<much, 1>
<confinement, 1>
<makes, 1>
<you, 1>
<nervous, 1>
<and, 1>
<then, 1>
<you, 1>
<are, 1>
<unfitted, 1>
<for, 1>
<everything, 1>
<Besides, 1>
<you, 1>
<owe, 1>
<something, 1>
<to, 1>
<John, 1>
<as, 1>
<well, 1>
<as, 1>
<to, 1>
<the, 1>
<babies, 1>
<Don, 1>
<t, 1>
<neglect, 1>
<husband, 1>
<for, 1>
<children, 1>
<don, 1>
<t, 1>
<shut, 1>
<him, 1>
<out, 1>
<of, 1>
<the, 1>
<nursery, 1>
<but, 1>
<teach, 1>
<him, 1>
<how, 1>
<to, 1>
<help, 1>
<in, 1>
<it, 1>
<His, 1>
<place, 1>
<is, 1>
<there, 1>
<as, 1>
<well, 1>
<as, 1>
<yours, 1>
<and, 1>
<the, 1>
<children, 1>
<need, 1>
<him, 1>
<Let, 1>
<him, 1>
<feel, 1>
<that, 1>
<he, 1>
<has, 1>
<a, 1>
<part, 1>
<to, 1>
<do, 1>
<and, 1>
<he, 1>
<will, 1>
<do, 1>
<it, 1>
<gladly, 1>
<and, 1>
<faithfully, 1>
<and, 1>
<it, 1>
<will, 1>
<be, 1>
<better, 1>
<for, 1>
<you, 1>
<all, 1>
<You, 1>
<really, 1>
<think, 1>
<so, 1>
<Mother, 1>
<I, 1>
<know, 1>
<it, 1>
<Meg, 1>
<for, 1>
<I, 1>
<ve, 1>
<tried, 1>
<it, 1>
<and, 1>
<I, 1>
<seldom, 1>
<give, 1>
<advice, 1>
<unless, 1>
<I, 1>
<ve, 1>
<proved, 1>
<its, 1>
<practicability, 1>
<When, 1>
<you, 1>
<and, 1>
<Jo, 1>
<were, 1>
<little, 1>
<I, 1>
<went, 1>
<on, 1>
<just, 1>
<as, 1>
<you, 1>
<are, 1>
<feeling, 1>
<as, 1>
<if, 1>
<I, 1>
<didn, 1>
<t, 1>
<do, 1>
<my, 1>
<duty, 1>
<unless, 1>
<I, 1>
<devoted, 1>
<myself, 1>
<wholly, 1>
<to, 1>
<you, 1>
<Poor, 1>
<Father, 1>
<took, 1>
<to, 1>
<his, 1>
<books, 1>
<after, 1>
<I, 1>
<had, 1>
<refused, 1>
<all, 1>
<offers, 1>
<of, 1>
<help, 1>
<and, 1>
<left, 1>
<me, 1>
<to, 1>
<try, 1>
<my, 1>
<experiment, 1>
<alone, 1>
<I, 1>
<struggled, 1>
<along, 1>
<as, 1>
<well, 1>
<as, 1>
<I, 1>
<could, 1>
<but, 1>
<Jo, 1>
<was, 1>
<too, 1>
<much, 1>
<for, 1>
<me, 1>
<I, 1>
<nearly, 1>
<spoiled, 1>
<her, 1>
<by, 1>
<indulgence, 1>
<You, 1>
<were, 1>
<poorly, 1>
<and, 1>
<I, 1>
<worried, 1>
<about, 1>
<you, 1>
<till, 1>
<I, 1>
<fell, 1>
<sick, 1>
<myself, 1>
<Then, 1>
<Father, 1>
<came, 1>
<to, 1>
<the, 1>
<rescue, 1>
<quietly, 1>
<managed, 1>
<everything, 1>
<and, 1>
<made, 1>
<himself, 1>
<so, 1>
<helpful, 1>
<that, 1>
<I, 1>
<saw, 1>
<my, 1>
<mistake, 1>
<and, 1>
<never, 1>
<have, 1>
<been, 1>
<able, 1>
<to, 1>
<get, 1>
<on, 1>
<without, 1>
<him, 1>
<since, 1>
<That, 1>
<is, 1>
<the, 1>
<secret, 1>
<of, 1>
<our, 1>
<home, 1>
<happiness, 1>
<He, 1>
<does, 1>
<not, 1>
<let, 1>
<business, 1>
<wean, 1>
<him, 1>
<from, 1>
<the, 1>
<little, 1>
<cares, 1>
<and, 1>
<duties, 1>
<that, 1>
<affect, 1>
<us, 1>
<all, 1>
<and, 1>
<I, 1>
<try, 1>
<not, 1>
<to, 1>
<let, 1>
<domestic, 1>
<worries, 1>
<destroy, 1>
<my, 1>
<interest, 1>
<in, 1>
<his, 1>
<pursuits, 1>
<Each, 1>
<do, 1>
<our, 1>
<part, 1>
<alone, 1>
<in, 1>
<many, 1>
<things, 1>
<but, 1>
<at, 1>
<home, 1>
<we, 1>
<work, 1>
<together, 1>
<always, 1>
<It, 1>
<is, 1>
<so, 1>
<Mother, 1>
<and, 1>
<my, 1>
<great, 1>
<wish, 1>
<is, 1>
<to, 1>
<be, 1>
<to, 1>
<my, 1>
<husband, 1>
<and, 1>
<children, 1>
<what, 1>
<you, 1>
<have, 1>
<been, 1>
<to, 1>
<yours, 1>
<Show, 1>
<me, 1>
<how, 1>
<I, 1>
<ll, 1>
<do, 1>
<anything, 1>
<you, 1>
<say, 1>
<You, 1>
<always, 1>
<were, 1>
<my, 1>
<docile, 1>
<daughter, 1>
<Well, 1>
<dear, 1>
<if, 1>
<I, 1>
<were, 1>
<you, 1>
<I, 1>
<d, 1>
<let, 1>
<John, 1>
<have, 1>
<more, 1>
<to, 1>
<do, 1>
<with, 1>
<the, 1>
<management, 1>
<of, 1>
<Demi, 1>
<for, 1>
<the, 1>
<boy, 1>
<needs, 1>
<training, 1>
<and, 1>
<it, 1>
<s, 1>
<none, 1>
<too, 1>
<soon, 1>
<to, 1>
<begin, 1>
<Then, 1>
<I, 1>
<d, 1>
<do, 1>
<what, 1>
<I, 1>
<have, 1>
<often, 1>
<proposed, 1>
<let, 1>
<Hannah, 1>
<come, 1>
<and, 1>
<help, 1>
<you, 1>
<She, 1>
<is, 1>
<a, 1>
<capital, 1>
<nurse, 1>
<and, 1>
<you, 1>
<may, 1>
<trust, 1>
<the, 1>
<precious, 1>
<babies, 1>
<to, 1>
<her, 1>
<while, 1>
<you, 1>
<do, 1>
<more, 1>
<housework, 1>
<You, 1>
<need, 1>
<the, 1>
<exercise, 1>
<Hannah, 1>
<would, 1>
<enjoy, 1>
<the, 1>
<rest, 1>
<and, 1>
<John, 1>
<would, 1>
<find, 1>
<his, 1>
<wife, 1>
<again, 1>
<Go, 1>
<out, 1>
<more, 1>
<keep, 1>
<cheerful, 1>
<as, 1>
<well, 1>
<as, 1>
<busy, 1>
<for, 1>
<you, 1>
<are, 1>
<the, 1>
<sunshine, 1>
<maker, 1>
<of, 1>
<the, 1>
<family, 1>
<and, 1>
<if, 1>
<you, 1>
<get, 1>
<dismal, 1>
<there, 1>
<is, 1>
<no, 1>
<fair, 1>
<weather, 1>
<Then, 1>
<I, 1>
<d, 1>
<try, 1>
<to, 1>
<take, 1>
<an, 1>
<interest, 1>
<in, 1>
<whatever, 1>
<John, 1>
<likes, 1>
<talk, 1>
<with, 1>
<him, 1>
<let, 1>
<him, 1>
<read, 1>
<to, 1>
<you, 1>
<exchange, 1>
<ideas, 1>
<and, 1>
<help, 1>
<each, 1>
<other, 1>
<in, 1>
<that, 1>
<way, 1>
<Don, 1>
<t, 1>
<shut, 1>
<yourself, 1>
<up, 1>
<in, 1>
<a, 1>
<bandbox, 1>
<because, 1>
<you, 1>
<are, 1>
<a, 1>
<woman, 1>
<but, 1>
<understand, 1>
<what, 1>
<is, 1>
<going, 1>
<on, 1>
<and, 1>
<educate, 1>
<yourself, 1>
<to, 1>
<take, 1>
<your, 1>
<part, 1>
<in, 1>
<the, 1>
<world, 1>
<s, 1>
<work, 1>
<for, 1>
<it, 1>
<all, 1>
<affects, 1>
<you, 1>
<and, 1>
<yours, 1>
<John, 1>
<is, 1>
<so, 1>
<sensible, 1>
<I, 1>
<m, 1>
<afraid, 1>
<he, 1>
<will, 1>
<think, 1>
<I, 1>
<m, 1>
<stupid, 1>
<if, 1>
<I, 1>
<ask, 1>
<questions, 1>
<about, 1>
<politics, 1>
<and, 1>
<things, 1>
<I, 1>
<don, 1>
<t, 1>
<believe, 1>
<he, 1>
<would, 1>
<Love, 1>
<covers, 1>
<a, 1>
<multitude, 1>
<of, 1>
<sins, 1>
<and, 1>
<of, 1>
<whom, 1>
<could, 1>
<you, 1>
<ask, 1>
<more, 1>
<freely, 1>
<than, 1>
<of, 1>
<him, 1>
<Try, 1>
<it, 1>
<and, 1>
<see, 1>
<if, 1>
<he, 1>
<doesn, 1>
<t, 1>
<find, 1>
<your, 1>
<society, 1>
<far, 1>
<more, 1>
<agreeable, 1>
<than, 1>
<Mrs, 1>
<Scott, 1>
<s, 1>
<suppers, 1>
<I, 1>
<will, 1>
<Poor, 1>
<John, 1>
<I, 1>
<m, 1>
<afraid, 1>
<I, 1>
<have, 1>
<neglected, 1>
<him, 1>
<sadly, 1>
<but, 1>
<I, 1>
<thought, 1>
<I, 1>
<was, 1>
<right, 1>
<and, 1>
<he, 1>
<never, 1>
<said, 1>
<anything, 1>
<He, 1>
<tried, 1>
<not, 1>
<to, 1>
<be, 1>
<selfish, 1>
<but, 1>
<he, 1>
<has, 1>
<felt, 1>
<rather, 1>
<forlorn, 1>
<I, 1>
<fancy, 1>
<This, 1>
<is, 1>
<just, 1>
<the, 1>
<time, 1>
<Meg, 1>
<when, 1>
<young, 1>
<married, 1>
<people, 1>
<are, 1>
<apt, 1>
<to, 1>
<grow, 1>
<apart, 1>
<and, 1>
<the, 1>
<very, 1>
<time, 1>
<when, 1>
<they, 1>
<ought, 1>
<to, 1>
<be, 1>
<most, 1>
<together, 1>
<for, 1>
<the, 1>
<first, 1>
<tenderness, 1>
<soon, 1>
<wears, 1>
<off, 1>
<unless, 1>
<care, 1>
<is, 1>
<taken, 1>
<to, 1>
<preserve, 1>
<it, 1>
<And, 1>
<no, 1>
<time, 1>
<is, 1>
<so, 1>
<beautiful, 1>
<and, 1>
<precious, 1>
<to, 1>
<parents, 1>
<as, 1>
<the, 1>
<first, 1>
<years, 1>
<of, 1>
<the, 1>
<little, 1>
<lives, 1>
<given, 1>
<to, 1>
<them, 1>
<to, 1>
<train, 1>
<Don, 1>
<t, 1>
<let, 1>
<John, 1>
<be, 1>
<a, 1>
<stranger, 1>
<to, 1>
<the, 1>
<babies, 1>
<for, 1>
<they, 1>
<will, 1>
<do, 1>
<more, 1>
<to, 1>
<keep, 1>
<him, 1>
<safe, 1>
<and, 1>
<happy, 1>
<in, 1>
<this, 1>
<world, 1>
<of, 1>
<trial, 1>
<and, 1>
<temptation, 1>
<than, 1>
<anything, 1>
<else, 1>
<and, 1>
<through, 1>
<them, 1>
<you, 1>
<will, 1>
<learn, 1>
<to, 1>
<know, 1>
<and, 1>
<love, 1>
<one, 1>
<another, 1>
<as, 1>
<you, 1>
<should, 1>
<Now, 1>
<dear, 1>
<good, 1>
<by, 1>
<Think, 1>
<over, 1>
<Mother, 1>
<s, 1>
<preachment, 1>
<act, 1>
<upon, 1>
<it, 1>
<if, 1>
<it, 1>
<seems, 1>
<good, 1>
<and, 1>
<God, 1>
<bless, 1>
<you, 1>
<all, 1>
<Meg, 1>
<did, 1>
<think, 1>
<it, 1>
<over, 1>
<found, 1>
<it, 1>
<good, 1>
<and, 1>
<acted, 1>
<upon, 1>
<it, 1>
<though, 1>
<the, 1>
<first, 1>
<attempt, 1>
<was, 1>
<not, 1>
<made, 1>
<exactly, 1>
<as, 1>
<she, 1>
<planned, 1>
<to, 1>
<have, 1>
<it, 1>
<Of, 1>
<course, 1>
<the, 1>
<children, 1>
<tyrannized, 1>
<over, 1>
<her, 1>
<and, 1>
<ruled, 1>
<the, 1>
<house, 1>
<as, 1>
<soon, 1>
<as, 1>
<they, 1>
<found, 1>
<out, 1>
<that, 1>
<kicking, 1>
<and, 1>
<squalling, 1>
<brought, 1>
<them, 1>
<whatever, 1>
<they, 1>
<wanted, 1>
<Mamma, 1>
<was, 1>
<an, 1>
<abject, 1>
<slave, 1>
<to, 1>
<their, 1>
<caprices, 1>
<but, 1>
<Papa, 1>
<was, 1>
<not, 1>
<so, 1>
<easily, 1>
<subjugated, 1>
<and, 1>
<occasionally, 1>
<afflicted, 1>
<his, 1>
<tender, 1>
<spouse, 1>
<by, 1>
<an, 1>
<attempt, 1>
<at, 1>
<paternal, 1>
<discipline, 1>
<with, 1>
<his, 1>
<obstreperous, 1>
<son, 1>
<For, 1>
<Demi, 1>
<inherited, 1>
<a, 1>
<trifle, 1>
<of, 1>
<his, 1>
<sire, 1>
<s, 1>
<firmness, 1>
<of, 1>
<character, 1>
<we, 1>
<won, 1>
<t, 1>
<call, 1>
<it, 1>
<obstinacy, 1>
<and, 1>
<when, 1>
<he, 1>
<made, 1>
<up, 1>
<his, 1>
<little, 1>
<mind, 1>
<to, 1>
<have, 1>
<or, 1>
<to, 1>
<do, 1>
<anything, 1>
<all, 1>
<the, 1>
<king, 1>
<s, 1>
<horses, 1>
<and, 1>
<all, 1>
<the, 1>
<king, 1>
<s, 1>
<men, 1>
<could, 1>
<not, 1>
<change, 1>
<that, 1>
<pertinacious, 1>
<little, 1>
<mind, 1>
<Mamma, 1>
<thought, 1>
<the, 1>
<dear, 1>
<too, 1>
<young, 1>
<to, 1>
<be, 1>
<taught, 1>
<to, 1>
<conquer, 1>
<his, 1>
<prejudices, 1>
<but, 1>
<Papa, 1>
<believed, 1>
<that, 1>
<it, 1>
<never, 1>
<was, 1>
<too, 1>
<soon, 1>
<to, 1>
<learn, 1>
<obedience, 1>
<So, 1>
<Master, 1>
<Demi, 1>
<early, 1>
<discovered, 1>
<that, 1>
<when, 1>
<he, 1>
<undertook, 1>
<to, 1>
<wrastle, 1>
<with, 1>
<Parpar, 1>
<he, 1>
<always, 1>
<got, 1>
<the, 1>
<worst, 1>
<of, 1>
<it, 1>
<yet, 1>
<like, 1>
<the, 1>
<Englishman, 1>
<baby, 1>
<respected, 1>
<the, 1>
<man, 1>
<who, 1>
<conquered, 1>
<him, 1>
<and, 1>
<loved, 1>
<the, 1>
<father, 1>
<whose, 1>
<grave, 1>
<No, 1>
<no, 1>
<was, 1>
<more, 1>
<impressive, 1>
<than, 1>
<all, 1>
<Mamma, 1>
<s, 1>
<love, 1>
<pats, 1>
<A, 1>
<few, 1>
<days, 1>
<after, 1>
<the, 1>
<talk, 1>
<with, 1>
<her, 1>
<mother, 1>
<Meg, 1>
<resolved, 1>
<to, 1>
<try, 1>
<a, 1>
<social, 1>
<evening, 1>
<with, 1>
<John, 1>
<so, 1>
<she, 1>
<ordered, 1>
<a, 1>
<nice, 1>
<supper, 1>
<set, 1>
<the, 1>
<parlor, 1>
<in, 1>
<order, 1>
<dressed, 1>
<herself, 1>
<prettily, 1>
<and, 1>
<put, 1>
<the, 1>
<children, 1>
<to, 1>
<bed, 1>
<early, 1>
<that, 1>
<nothing, 1>
<should, 1>
<interfere, 1>
<with, 1>
<her, 1>
<experiment, 1>
<But, 1>
<unfortunately, 1>
<Demi, 1>
<s, 1>
<most, 1>
<unconquerable, 1>
<prejudice, 1>
<was, 1>
<against, 1>
<going, 1>
<to, 1>
<bed, 1>
<and, 1>
<that, 1>
<night, 1>
<he, 1>
<decided, 1>
<to, 1>
<go, 1>
<on, 1>
<a, 1>
<rampage, 1>
<So, 1>
<poor, 1>
<Meg, 1>
<sang, 1>
<and, 1>
<rocked, 1>
<told, 1>
<stories, 1>
<and, 1>
<tried, 1>
<every, 1>
<sleep, 1>
<prevoking, 1>
<wile, 1>
<she, 1>
<could, 1>
<devise, 1>
<but, 1>
<all, 1>
<in, 1>
<vain, 1>
<the, 1>
<big, 1>
<eyes, 1>
<wouldn, 1>
<t, 1>
<shut, 1>
<and, 1>
<long, 1>
<after, 1>
<Daisy, 1>
<had, 1>
<gone, 1>
<to, 1>
<byelow, 1>
<like, 1>
<the, 1>
<chubby, 1>
<little, 1>
<bunch, 1>
<of, 1>
<good, 1>
<nature, 1>
<she, 1>
<was, 1>
<naughty, 1>
<Demi, 1>
<lay, 1>
<staring, 1>
<at, 1>
<the, 1>
<light, 1>
<with, 1>
<the, 1>
<most, 1>
<discouragingly, 1>
<wide, 1>
<awake, 1>
<expression, 1>
<of, 1>
<countenance, 1>
<Will, 1>
<Demi, 1>
<lie, 1>
<still, 1>
<like, 1>
<a, 1>
<good, 1>
<boy, 1>
<while, 1>
<Mamma, 1>
<runs, 1>
<down, 1>
<and, 1>
<gives, 1>
<poor, 1>
<Papa, 1>
<his, 1>
<tea, 1>
<asked, 1>
<Meg, 1>
<as, 1>
<the, 1>
<hall, 1>
<door, 1>
<softly, 1>
<closed, 1>
<and, 1>
<the, 1>
<well, 1>
<known, 1>
<step, 1>
<went, 1>
<tip, 1>
<toeing, 1>
<into, 1>
<the, 1>
<dining, 1>
<room, 1>
<Me, 1>
<has, 1>
<tea, 1>
<said, 1>
<Demi, 1>
<preparing, 1>
<to, 1>
<join, 1>
<in, 1>
<the, 1>
<revel, 1>
<No, 1>
<but, 1>
<I, 1>
<ll, 1>
<save, 1>
<you, 1>
<some, 1>
<little, 1>
<cakies, 1>
<for, 1>
<breakfast, 1>
<if, 1>
<you, 1>
<ll, 1>
<go, 1>
<bye, 1>
<bye, 1>
<like, 1>
<Daisy, 1>
<Will, 1>
<you, 1>
<lovey, 1>
<Iss, 1>
<and, 1>
<Demi, 1>
<shut, 1>
<his, 1>
<eyes, 1>
<tight, 1>
<as, 1>
<if, 1>
<to, 1>
<catch, 1>
<sleep, 1>
<and, 1>
<hurry, 1>
<the, 1>
<desired, 1>
<day, 1>
<Taking, 1>
<advantage, 1>
<of, 1>
<the, 1>
<propitious, 1>
<moment, 1>
<Meg, 1>
<slipped, 1>
<away, 1>
<and, 1>
<ran, 1>
<down, 1>
<to, 1>
<greet, 1>
<her, 1>
<husband, 1>
<with, 1>
<a, 1>
<smiling, 1>
<face, 1>
<and, 1>
<the, 1>
<little, 1>
<blue, 1>
<bow, 1>
<in, 1>
<her, 1>
<hair, 1>
<which, 1>
<was, 1>
<his, 1>
<especial, 1>
<admiration, 1>
<He, 1>
<saw, 1>
<it, 1>
<at, 1>
<once, 1>
<and, 1>
<said, 1>
<with, 1>
<pleased, 1>
<surprise, 1>
<Why, 1>
<little, 1>
<mother, 1>
<how, 1>
<gay, 1>
<we, 1>
<are, 1>
<tonight, 1>
<Do, 1>
<you, 1>
<expect, 1>
<company, 1>
<Only, 1>
<you, 1>
<dear, 1>
<Is, 1>
<it, 1>
<a, 1>
<birthday, 1>
<anniversary, 1>
<or, 1>
<anything, 1>
<No, 1>
<I, 1>
<m, 1>
<tired, 1>
<of, 1>
<being, 1>
<dowdy, 1>
<so, 1>
<I, 1>
<dressed, 1>
<up, 1>
<as, 1>
<a, 1>
<change, 1>
<You, 1>
<always, 1>
<make, 1>
<yourself, 1>
<nice, 1>
<for, 1>
<table, 1>
<no, 1>
<matter, 1>
<how, 1>
<tired, 1>
<you, 1>
<are, 1>
<so, 1>
<why, 1>
<shouldn, 1>
<t, 1>
<I, 1>
<when, 1>
<I, 1>
<have, 1>
<the, 1>
<time, 1>
<I, 1>
<do, 1>
<it, 1>
<out, 1>
<of, 1>
<respect, 1>
<for, 1>
<you, 1>
<my, 1>
<dear, 1>
<said, 1>
<old, 1>
<fashioned, 1>
<John, 1>
<Ditto, 1>
<ditto, 1>
<Mr, 1>
<Brooke, 1>
<laughed, 1>
<Meg, 1>
<looking, 1>
<young, 1>
<and, 1>
<pretty, 1>
<again, 1>
<as, 1>
<she, 1>
<nodded, 1>
<to, 1>
<him, 1>
<over, 1>
<the, 1>
<teapot, 1>
<Well, 1>
<it, 1>
<s, 1>
<altogether, 1>
<delightful, 1>
<and, 1>
<like, 1>
<old, 1>
<times, 1>
<This, 1>
<tastes, 1>
<right, 1>
<I, 1>
<drink, 1>
<your, 1>
<health, 1>
<dear, 1>
<and, 1>
<John, 1>
<sipped, 1>
<his, 1>
<tea, 1>
<with, 1>
<an, 1>
<air, 1>
<of, 1>
<reposeful, 1>
<rapture, 1>
<which, 1>
<was, 1>
<of, 1>
<very, 1>
<short, 1>
<duration, 1>
<however, 1>
<for, 1>
<as, 1>
<he, 1>
<put, 1>
<down, 1>
<his, 1>
<cup, 1>
<the, 1>
<door, 1>
<handle, 1>
<rattled, 1>
<mysteriously, 1>
<and, 1>
<a, 1>
<little, 1>
<voice, 1>
<was, 1>
<heard, 1>
<saying, 1>
<impatiently, 1>
<Opy, 1>
<doy, 1>
<Me, 1>
<s, 1>
<tummin, 1>
<It, 1>
<s, 1>
<that, 1>
<naughty, 1>
<boy, 1>
<I, 1>
<told, 1>
<him, 1>
<to, 1>
<go, 1>
<to, 1>
<sleep, 1>
<alone, 1>
<and, 1>
<here, 1>
<he, 1>
<is, 1>
<downstairs, 1>
<getting, 1>
<his, 1>
<death, 1>
<a, 1>
<cold, 1>
<pattering, 1>
<over, 1>
<that, 1>
<canvas, 1>
<said, 1>
<Meg, 1>
<answering, 1>
<the, 1>
<call, 1>
<Mornin, 1>
<now, 1>
<announced, 1>
<Demi, 1>
<in, 1>
<joyful, 1>
<tone, 1>
<as, 1>
<he, 1>
<entered, 1>
<with, 1>
<his, 1>
<long, 1>
<nightgown, 1>
<gracefully, 1>
<festooned, 1>
<over, 1>
<his, 1>
<arm, 1>
<and, 1>
<every, 1>
<curl, 1>
<bobbing, 1>
<gayly, 1>
<as, 1>
<he, 1>
<pranced, 1>
<about, 1>
<the, 1>
<table, 1>
<eyeing, 1>
<the, 1>
<cakies, 1>
<with, 1>
<loving, 1>
<glances, 1>
<No, 1>
<it, 1>
<isn, 1>
<t, 1>
<morning, 1>
<yet, 1>
<You, 1>
<must, 1>
<go, 1>
<to, 1>
<bed, 1>
<and, 1>
<not, 1>
<trouble, 1>
<poor, 1>
<Mamma, 1>
<Then, 1>
<you, 1>
<can, 1>
<have, 1>
<the, 1>
<little, 1>
<cake, 1>
<with, 1>
<sugar, 1>
<on, 1>
<it, 1>
<Me, 1>
<loves, 1>
<Parpar, 1>
<said, 1>
<the, 1>
<artful, 1>
<one, 1>
<preparing, 1>
<to, 1>
<climb, 1>
<the, 1>
<paternal, 1>
<knee, 1>
<and, 1>
<revel, 1>
<in, 1>
<forbidden, 1>
<joys, 1>
<But, 1>
<John, 1>
<shook, 1>
<his, 1>
<head, 1>
<and, 1>
<said, 1>
<to, 1>
<Meg, 1>
<If, 1>
<you, 1>
<told, 1>
<him, 1>
<to, 1>
<stay, 1>
<up, 1>
<there, 1>
<and, 1>
<go, 1>
<to, 1>
<sleep, 1>
<alone, 1>
<make, 1>
<him, 1>
<do, 1>
<it, 1>
<or, 1>
<he, 1>
<will, 1>
<never, 1>
<learn, 1>
<to, 1>
<mind, 1>
<you, 1>
<Yes, 1>
<of, 1>
<course, 1>
<Come, 1>
<Demi, 1>
<and, 1>
<Meg, 1>
<led, 1>
<her, 1>
<son, 1>
<away, 1>
<feeling, 1>
<a, 1>
<strong, 1>
<desire, 1>
<to, 1>
<spank, 1>
<the, 1>
<little, 1>
<marplot, 1>
<who, 1>
<hopped, 1>
<beside, 1>
<her, 1>
<laboring, 1>
<under, 1>
<the, 1>
<delusion, 1>
<that, 1>
<the, 1>
<bribe, 1>
<was, 1>
<to, 1>
<be, 1>
<administered, 1>
<as, 1>
<soon, 1>
<as, 1>
<they, 1>
<reached, 1>
<the, 1>
<nursery, 1>
<Nor, 1>
<was, 1>
<he, 1>
<disappointed, 1>
<for, 1>
<that, 1>
<shortsighted, 1>
<woman, 1>
<actually, 1>
<gave, 1>
<him, 1>
<a, 1>
<lump, 1>
<of, 1>
<sugar, 1>
<tucked, 1>
<him, 1>
<into, 1>
<his, 1>
<bed, 1>
<and, 1>
<forbade, 1>
<any, 1>
<more, 1>
<promenades, 1>
<till, 1>
<morning, 1>
<Iss, 1>
<said, 1>
<Demi, 1>
<the, 1>
<perjured, 1>
<blissfully, 1>
<sucking, 1>
<his, 1>
<sugar, 1>
<and, 1>
<regarding, 1>
<his, 1>
<first, 1>
<attempt, 1>
<as, 1>
<eminently, 1>
<successful, 1>
<Meg, 1>
<returned, 1>
<to, 1>
<her, 1>
<place, 1>
<and, 1>
<supper, 1>
<was, 1>
<progressing, 1>
<pleasantly, 1>
<when, 1>
<the, 1>
<little, 1>
<ghost, 1>
<walked, 1>
<again, 1>
<and, 1>
<exposed, 1>
<the, 1>
<maternal, 1>
<delinquencies, 1>
<by, 1>
<boldly, 1>
<demanding, 1>
<More, 1>
<sudar, 1>
<Marmar, 1>
<Now, 1>
<this, 1>
<won, 1>
<t, 1>
<do, 1>
<said, 1>
<John, 1>
<hardening, 1>
<his, 1>
<heart, 1>
<against, 1>
<the, 1>
<engaging, 1>
<little, 1>
<sinner, 1>
<We, 1>
<shall, 1>
<never, 1>
<know, 1>
<any, 1>
<peace, 1>
<till, 1>
<that, 1>
<child, 1>
<learns, 1>
<to, 1>
<go, 1>
<to, 1>
<bed, 1>
<properly, 1>
<You, 1>
<have, 1>
<made, 1>
<a, 1>
<slave, 1>
<of, 1>
<yourself, 1>
<long, 1>
<enough, 1>
<Give, 1>
<him, 1>
<one, 1>
<lesson, 1>
<and, 1>
<then, 1>
<there, 1>
<will, 1>
<be, 1>
<an, 1>
<end, 1>
<of, 1>
<it, 1>
<Put, 1>
<him, 1>
<in, 1>
<his, 1>
<bed, 1>
<and, 1>
<leave, 1>
<him, 1>
<Meg, 1>
<He, 1>
<won, 1>
<t, 1>
<stay, 1>
<there, 1>
<he, 1>
<never, 1>
<does, 1>
<unless, 1>
<I, 1>
<sit, 1>
<by, 1>
<him, 1>
<I, 1>
<ll, 1>
<manage, 1>
<him, 1>
<Demi, 1>
<go, 1>
<upstairs, 1>
<and, 1>
